Gene,logFC,FoldChange,pValue,FDR
TRABD,1.710908003,3.273667967,0.030088885,0.619915423
RPS6,0.83531067,1.784241216,0.030114189,0.619915423
PHF12,1.158729888,2.232607879,0.030167221,0.619915423
ZBTB43,2.183053405,4.541136508,0.030180144,0.619915423
GSTM3,-2.04991893,-4.140827001,0.030190935,0.619915423
USP36,1.153720489,2.224869148,0.030264816,0.619915423
DDHD1,1.46599091,2.762531489,0.030292686,0.619915423
PECAM1,-2.57887966,-5.974755432,0.030420641,0.619915423
CST3,-1.272323909,-2.415503443,0.030479426,0.619915423
TBC1D2B,1.859078465,3.627758616,0.030499278,0.619915423
FAU,0.846836359,1.798552608,0.030513363,0.619915423
DUSP23,-1.613296729,-3.059501761,0.030570951,0.619915423
GRIPAP1,1.029342657,2.041094045,0.030599199,0.619915423
MPG,1.863000741,3.637634875,0.030609921,0.619915423
TULP4,-2.05153379,-4.145464571,0.030636847,0.619915423
PRAME,-6.519232206,-91.72430772,0.030675575,0.619915423
ZNF764,1.120474462,2.174184636,0.030690275,0.619915423
ZNF44,1.592762912,3.01626443,0.030695103,0.619915423
LDLRAD2,2.835800338,7.139387646,0.030776617,0.619915423
ZBTB3,1.922393101,3.790512968,0.030790425,0.619915423
CRHBP,2.724851803,6.610923422,0.030800223,0.619915423
MMP24-AS1,0.922735414,1.895706231,0.030807487,0.619915423
ITM2C,3.00450547,8.025022682,0.030835729,0.619915423
TWISTNB,1.011422269,2.015897477,0.030895574,0.619915423
LYAR,-1.869635992,-3.654403639,0.03094174,0.619915423
BTN3A2,-1.918983604,-3.781565491,0.031055051,0.619915423
TNRC18,0.981451406,1.974450783,0.031071838,0.619915423
FUT1,-2.0766073,-4.218140939,0.03107935,0.619915423
NOSIP,-0.985986012,-1.980666539,0.031150503,0.619915423
RNF43,2.684577795,6.428926223,0.031151655,0.619915423
RPL26,0.893097777,1.857159567,0.031193147,0.619915423
GSE1,-0.839592778,-1.789544945,0.031210891,0.619915423
DDAH2,1.202275298,2.301022831,0.031230662,0.619915423
RPL11,0.807668846,1.750380833,0.031239536,0.619915423
BANK1,-3.323358451,-10.00991939,0.031253038,0.619915423
MAPK12,-1.486253299,-2.801604485,0.031333898,0.619915423
HDHD3,-1.186157773,-2.275459286,0.03141775,0.619915423
KLHDC7B,3.026224984,8.146751961,0.031472014,0.619915423
LIMS1,-1.723015849,-3.3012579,0.031524674,0.619915423
TLN1,-1.423786296,-2.682887009,0.031549489,0.619915423
CXorf21,2.489538666,5.61598338,0.031570298,0.619915423
DDX3X,0.896303194,1.86129044,0.031616795,0.619915423
PRR14,1.242262325,2.365692114,0.031690345,0.619915423
MSI2,1.396273001,2.632207095,0.031712448,0.619915423
SNORD10,1.905774446,3.747099911,0.031720162,0.619915423
PTPRE,2.605903772,6.087727457,0.031800633,0.619915423
IMPACT,1.715460401,3.28401428,0.031917658,0.619915423
IRF1,1.740246949,3.340923502,0.032015381,0.619915423
PCNXL2,2.165669663,4.486746464,0.032082572,0.619915423
EFCAB13,-1.905042949,-3.745200482,0.032114802,0.619915423
SERPINB2,6.374451675,82.96619255,0.032118516,0.619915423
SULT1A1,-1.321396188,-2.499078445,0.032202833,0.619915423
PPAPDC3,-5.177769002,-36.19626676,0.032225236,0.619915423
OSM,3.078773256,8.448957004,0.032238436,0.619915423
SLC35G1,-4.014355577,-16.16000318,0.032253398,0.619915423
BMP2K,-1.40787139,-2.653453727,0.032364435,0.619915423
LINC00869,2.235028083,4.707718588,0.032457894,0.619915423
MVB12B,2.564118972,5.913937399,0.032495079,0.619915423
CCDC150,-1.478930116,-2.787419452,0.03259891,0.619915423
FCGR2C,-4.369831057,-20.67522403,0.032653164,0.619915423
ULK1,1.303564898,2.468380663,0.032689509,0.619915423
CKAP2L,-1.565096798,-2.958973546,0.032699999,0.619915423
UACA,-4.509720149,-22.78038381,0.032752322,0.619915423
PNPLA2,0.978922477,1.97099276,0.032754918,0.619915423
ARHGAP42,-3.988431955,-15.87221925,0.032818019,0.619915423
AUTS2,-1.471547041,-2.77319111,0.032822203,0.619915423
TIGD3,2.748394951,6.719691268,0.032828999,0.619915423
LRRC4,1.661527556,3.16351307,0.032872175,0.619915423
TSPAN6,-3.023725878,-8.132651979,0.032975999,0.619915423
CSTA,2.410750224,5.317507723,0.033003793,0.619915423
TTN,-1.26134296,-2.397187838,0.033066145,0.619915423
ZNF281,1.227052886,2.340883093,0.033123359,0.619915423
ALG2,1.394716328,2.629368466,0.033146077,0.619915423
C2orf69,1.100999424,2.145032377,0.033160211,0.619915423
FAM127C,-4.95111329,-30.93382414,0.033168541,0.619915423
RNA28S5,-4.381542596,-20.84374487,0.03327269,0.619915423
AADAT,-2.892801216,-7.427111392,0.033282318,0.619915423
TUSC1,-4.325798659,-20.05372946,0.033346172,0.619915423
ZNF217,1.641796341,3.120541375,0.03335985,0.619915423
7-Sep,-0.778765528,-1.715662202,0.033403158,0.619915423
ZXDB,1.542286066,2.912556559,0.033447259,0.619915423
AKNA,1.861197116,3.633090028,0.033495472,0.619915423
DENND2C,-5.582728431,-47.92572764,0.033518806,0.619915423
PTGER2,2.180463467,4.532991535,0.033521669,0.619915423
DYNLL2,1.018501651,2.025813904,0.033546432,0.619915423
LINC00954,-2.653695933,-6.292773137,0.033611058,0.619915423
SIGLEC8,-5.004068731,-32.09037472,0.03367948,0.619915423
HIC1,4.471492116,22.18468427,0.033751572,0.619915423
NFKBIA,1.322653164,2.501256765,0.033764313,0.619915423
OXER1,2.743963795,6.699083783,0.033837491,0.619915423
ZNF706,1.249470508,2.377541475,0.033843658,0.619915423
CDYL2,3.946528611,15.41783845,0.033942845,0.619915423
C14orf2,-0.858127956,-1.812684641,0.033944186,0.619915423
RHAG,-2.745645402,-6.706896793,0.033967468,0.619915423
KHNYN,1.614720234,3.062522056,0.034003331,0.619915423
GZMA,-3.497667846,-11.29543437,0.034056738,0.619915423
C19orf57,-3.607377978,-12.18790266,0.034076084,0.619915423
SMO,-2.298369085,-4.91901374,0.034079763,0.619915423
ZDHHC18,1.18183524,2.268651868,0.034123997,0.619915423
MIRLET7DHG,2.239589786,4.722627629,0.034299328,0.619915423
TGFBI,-1.674843686,-3.192847586,0.034319567,0.619915423
GSPT1,-0.94961078,-1.931351535,0.03443071,0.619915423
SERINC5,1.171038194,2.251736784,0.034437371,0.619915423
PFKFB3,1.82589722,3.545274216,0.034461967,0.619915423
LYSMD2,2.357263877,5.123976565,0.034540763,0.619915423
CACNA1H,3.659064415,12.63246621,0.034602029,0.619915423
GTF2E2,-1.169710299,-2.249665179,0.03463018,0.619915423
ZNF621,1.073061702,2.103893537,0.034710443,0.619915423
UNG,-1.66799813,-3.177733481,0.034740875,0.619915423
BIN2,-1.764286306,-3.397059073,0.034778993,0.619915423
P2RY8,2.38732929,5.231879416,0.034797617,0.619915423
LITAF,1.801161671,3.485007283,0.034854988,0.619915423
OSCAR,2.464567698,5.519615217,0.034898263,0.619915423
TRAM2,-1.233354759,-2.351130729,0.03490801,0.619915423
RUFY4,-4.937004593,-30.63278418,0.03495749,0.619915423
LOC115110,-2.198052372,-4.588594667,0.034972643,0.619915423
HAAO,3.058976287,8.333810453,0.034975611,0.619915423
SLC7A7,-2.144961091,-4.42280333,0.034981172,0.619915423
PITPNA,0.890624917,1.853979019,0.03503493,0.619915423
OPHN1,-2.677641673,-6.398091712,0.035037685,0.619915423
MMP19,4.348711652,20.37476694,0.0350939,0.620085442
ANKS6,-2.610056981,-6.105277967,0.035161213,0.620087093
NPC2,0.976195293,1.967270433,0.035187204,0.620087093
MTF1,1.163032881,2.239276813,0.035314495,0.621507091
CCT6B,1.6660006,3.173336692,0.035423819,0.621910296
URB1,-1.60402661,-3.039905782,0.035452192,0.621910296
SLC39A4,-1.626203862,-3.086996532,0.035579479,0.621910296
GPT2,1.524009723,2.875892448,0.035584343,0.621910296
MAGED2,-1.212424216,-2.31726689,0.035616399,0.621910296
GCSAM,-4.07579845,-16.86310677,0.035652716,0.621910296
FAM132A,2.487843517,5.609388544,0.035664604,0.621910296
UGGT2,-2.960801591,-7.785564197,0.035908305,0.623529475
C7orf13,-3.259204449,-9.574548451,0.035908804,0.623529475
CWC25,1.264624651,2.402646917,0.036022867,0.623529475
MSL2,1.201890265,2.300408805,0.036033084,0.623529475
DENND5A,1.533492638,2.894858113,0.036152169,0.623529475
TRIM46,1.970574947,3.919242786,0.036174443,0.623529475
PLD1,1.164684665,2.241842095,0.036224416,0.623529475
RSU1,-1.845136497,-3.592869405,0.036230066,0.623529475
CAD,-1.572567343,-2.974335402,0.03625776,0.623529475
LOC100996579,2.760156917,6.774699318,0.036377036,0.623529475
TOP2B,-0.956459621,-1.94054195,0.036424384,0.623529475
PABPC4L,-4.554819859,-23.50376318,0.036445276,0.623529475
PLEKHA1,-2.14798482,-4.432082756,0.03652669,0.623529475
ARHGEF12,-1.786865073,-3.450642643,0.036606351,0.623529475
RPS28,0.841736575,1.792206126,0.036615195,0.623529475
ADAMTS3,-2.862484203,-7.272665401,0.036615236,0.623529475
TMEM45A,-5.604528721,-48.65542345,0.036652809,0.623529475
ICK,-1.59436652,-3.019618982,0.03672867,0.623529475
HP,-3.667229617,-12.7041647,0.036748999,0.623529475
BASP1,-2.71485622,-6.565278536,0.036753238,0.623529475
VEZF1,1.102992454,2.147997708,0.036765757,0.623529475
GLIPR1,2.071791611,4.204084337,0.036795049,0.623529475
SLC25A15,-1.09517744,-2.13639356,0.036861326,0.623529475
RPS8,0.834281595,1.78296897,0.036882202,0.623529475
DAD1,-1.334977246,-2.52271503,0.03704015,0.625405075
CELSR3,-1.81802723,-3.525987181,0.037139624,0.625793031
KLHL28,1.13778047,2.200422363,0.037157196,0.625793031
PTPRM,3.343620202,10.15149429,0.037318155,0.627128048
KLHL11,1.019024551,2.026548286,0.037364717,0.627128048
FLNA,-1.201715559,-2.30013025,0.037486118,0.627128048
IL1R1,2.567035143,5.925903543,0.037511846,0.627128048
DFNB31,2.026104767,4.073036568,0.037571333,0.627128048
LPPR2,1.499858377,2.828149485,0.037692559,0.627128048
DLGAP2,-5.127722472,-34.96216141,0.037714019,0.627128048
ARFIP2,0.895731392,1.860552876,0.037725275,0.627128048
ERLIN1,1.125601791,2.181925421,0.037725596,0.627128048
EFHD2,1.499692124,2.827823593,0.037736216,0.627128048
LDLRAD4,-2.29531428,-4.908609094,0.037754947,0.627128048
NAA38,-1.358716053,-2.564568404,0.037960207,0.628363618
VDAC1,-0.861091128,-1.816411565,0.037998674,0.628363618
KCNC3,-3.171162003,-9.007720124,0.0380117,0.628363618
OBSL1,-2.844021216,-7.180185993,0.038046624,0.628363618
UBQLN4,-1.124269745,-2.179911771,0.038073937,0.628363618
MAN2C1,0.890137471,1.853352717,0.0381796,0.628363618
PLBD1,-2.259187974,-4.787219558,0.038192207,0.628363618
ZNF185,2.24561714,4.7423993,0.038234423,0.628363618
CCDC130,0.867353678,1.824313508,0.03825438,0.628363618
PLEKHA8,-3.188932199,-9.119357598,0.038337508,0.628952576
PLXNA4,-3.84084057,-14.32874718,0.038569219,0.631561512
LILRA5,-2.047638138,-4.134285837,0.03859147,0.631561512
HLTF,-1.752458781,-3.369323098,0.03868208,0.632266679
SGSM2,1.332243208,2.517938783,0.038816642,0.633312218
AOX2P,3.954627809,15.50463662,0.039019213,0.633312218
ZBTB12,-2.541198079,-5.820721854,0.039025634,0.633312218
ERMP1,-1.350664942,-2.550296422,0.039045887,0.633312218
RAB3D,2.866477905,7.292825654,0.039082959,0.633312218
ITGAX,1.92474202,3.796689506,0.039093573,0.633312218
RMDN2,-1.779552363,-3.433196335,0.039108118,0.633312218
NDST2,1.116017746,2.167478594,0.039140833,0.633312218
ZNF552,1.532519324,2.892905755,0.03917582,0.633312218
LGALS3BP,1.671108846,3.184592653,0.039259007,0.633312218
TTC39C,1.543119833,2.914240279,0.039269641,0.633312218
ZNF418,-3.066726946,-8.378703057,0.039328643,0.633495883
MYT1,3.15833175,8.927967342,0.039464031,0.633914699
SEC14L2,2.715395465,6.567732941,0.039511898,0.633914699
RPS11,0.775715604,1.712039045,0.039562964,0.633914699
C8orf88,-4.595549592,-24.1767697,0.039569417,0.633914699
HIST1H2BK,1.229745469,2.345256095,0.039618768,0.633914699
GPR183,2.917576649,7.555758809,0.039640513,0.633914699
UNKL,1.073947371,2.105185511,0.039799837,0.635340002
UBE2V2,-0.963984676,-1.950690203,0.039869905,0.635340002
LOC100419583,-2.278343321,-4.85120559,0.039872898,0.635340002
MYO3B,-4.193287201,-18.29385481,0.039938112,0.63561792
SIGLEC1,-2.827719632,-7.099510869,0.040007076,0.635623251
ABCD1,-1.167076094,-2.245561282,0.040033994,0.635623251
CNTD1,2.366209552,5.155847357,0.040280619,0.636574113
MLF2,0.841036816,1.791337052,0.040295445,0.636574113
ZNF117,-1.62169525,-3.077364319,0.040318132,0.636574113
ZBTB7B,-1.100237019,-2.143899115,0.040369727,0.636574113
MEIOB,-5.906661835,-59.99048685,0.040430635,0.636574113
DCBLD1,-2.965528044,-7.811112525,0.0404432,0.636574113
SMAD7,3.13582073,8.789741456,0.040450953,0.636574113
RAB33B,1.183296667,2.270951141,0.04047664,0.636574113
PTP4A1,1.048538767,2.068433774,0.040559754,0.63712813
COL6A5,-6.625466758,-98.73343109,0.040621836,0.637350863
SLC25A38,1.372295276,2.588821108,0.040700918,0.637638302
DPP7,1.151341301,2.221203079,0.040736006,0.637638302
TMEM70,1.19048393,2.282292863,0.040870405,0.638481098
ZC3H3,0.994975248,1.993046332,0.040957934,0.638481098
TAPT1-AS1,-2.036741312,-4.10317678,0.040962458,0.638481098
RAI1,1.42804521,2.690818739,0.04099261,0.638481098
ELP6,-1.213336755,-2.31873308,0.041029789,0.638481098
FUT8,-2.162261837,-4.476160716,0.041094146,0.638589783
ATP6V0B,1.137734709,2.200352569,0.041132765,0.638589783
FYB,-2.080969869,-4.23091549,0.041345309,0.641141415
CD4,-2.559634605,-5.895583491,0.041543306,0.642728186
ACVR2B,-3.055856485,-8.315808208,0.041649058,0.642728186
FKBP1B,-1.901073108,-3.73490904,0.041657279,0.642728186
SEC61A2,1.235874163,2.355240138,0.041727458,0.642728186
KDELR3,-2.314896929,-4.975691121,0.041858952,0.642728186
NOC3L,-1.210422321,-2.314053663,0.041901493,0.642728186
SMARCB1,-0.812860569,-1.75669115,0.041961003,0.642728186
LTBP3,1.93966179,3.836157064,0.042059351,0.642728186
CTNNB1,0.781027551,1.718354325,0.042072165,0.642728186
CA13,-2.706364237,-6.526747546,0.042114882,0.642728186
PF4,-5.758114077,-54.12090567,0.042126142,0.642728186
FAM213B,-1.537822962,-2.903560232,0.042188392,0.642728186
GBGT1,-2.337079988,-5.052789185,0.042335425,0.642728186
HSH2D,2.104256507,4.29976111,0.042355718,0.642728186
PLCG1,-1.383963324,-2.609843547,0.042356745,0.642728186
RAB20,1.953450464,3.872997215,0.042364242,0.642728186
PARD3,-5.831790288,-56.95656705,0.042364395,0.642728186
SIX5,-3.077522021,-8.441632481,0.042436924,0.642728186
SAPCD2,-2.388839262,-5.237358139,0.042494669,0.642728186
RPLP2,0.752509902,1.684721246,0.042541568,0.642728186
PDPR,-0.877116697,-1.836700886,0.042585172,0.642728186
NFKB2,1.381972857,2.606245264,0.042611069,0.642728186
DDX20,1.16331236,2.239710649,0.042642758,0.642728186
SPSB3,0.801210331,1.742562414,0.042643879,0.642728186
SLC6A8,3.129485631,8.751228947,0.042655317,0.642728186
FOS,2.056105492,4.158621814,0.04276369,0.643009186
FAM213A,-4.456220954,-21.95109425,0.042770622,0.643009186
TEX30,1.087676896,2.125315313,0.043049666,0.643121963
CERS4,-2.344897574,-5.080243237,0.043056436,0.643121963
LTB4R,0.935269748,1.912248144,0.043069385,0.643121963
LMF2,1.02943751,2.041228245,0.04321936,0.643121963
FAM50B,4.161594114,17.89635798,0.043233587,0.643121963
RPS27A,0.80889088,1.751864121,0.043282498,0.643121963
TAGAP,1.532099216,2.892063473,0.043303783,0.643121963
PTPRG,-7.054659953,-132.9426266,0.043321383,0.643121963
PLA2G4C,-2.642743583,-6.245181857,0.043327938,0.643121963
MTMR11,-1.990323469,-3.973260733,0.043390249,0.643121963
C1orf186,3.434360126,10.81049086,0.043396838,0.643121963
LOC90246,-2.481978551,-5.586631072,0.043404097,0.643121963
MIRLET7BHG,3.422861704,10.72467262,0.043469054,0.643121963
NFKBID,1.765224809,3.399269649,0.043531672,0.643121963
THCAT158,-4.057863356,-16.65476804,0.043580397,0.643121963
IFITM10,2.890650844,7.416049348,0.043612923,0.643121963
PAX5,-3.081690478,-8.466058619,0.043622566,0.643121963
SAMD14,-5.418599616,-42.77214386,0.043717083,0.643121963
ZNF516,2.400455071,5.279696761,0.043720218,0.643121963
GPR137C,-3.507253158,-11.37073146,0.043744861,0.643121963
DIAPH2,1.870425011,3.6564028,0.043851793,0.643982463
REC8,1.481342433,2.792084169,0.043915808,0.644178511
PUS7,-2.169724834,-4.499375689,0.04398734,0.644178511
GALNT3,2.605507588,6.086055913,0.044043376,0.644178511
ABLIM1,1.663691643,3.168261997,0.044058808,0.644178511
RPL18,0.675425888,1.597068163,0.044364308,0.645183073
ADAMTS13,-1.563243593,-2.955175055,0.044372505,0.645183073
PPP1R3B,2.793579861,6.93348106,0.044374536,0.645183073
MDM2,1.386325118,2.614119545,0.04439808,0.645183073
RPL7A,0.719147041,1.646208465,0.044399981,0.645183073
CEACAM1,-2.888378322,-7.40437684,0.044451315,0.645183073
RHOH,1.895928898,3.721615211,0.044466958,0.645183073
PRUNE,-1.197455337,-2.293348074,0.04473155,0.645803728
DHRS1,1.092191758,2.131976829,0.044755163,0.645803728
MED26,1.59277286,3.016285227,0.04475858,0.645803728
WHAMMP3,-1.498406823,-2.8253054,0.044779128,0.645803728
CTSL,2.155635385,4.455648377,0.044786514,0.645803728
OTUD7B,-1.319857263,-2.496414096,0.044982252,0.645803728
GDE1,1.037805576,2.053102388,0.04498321,0.645803728
ALDH3B1,2.116796498,4.337297785,0.04503103,0.645803728
PAQR9,3.669646582,12.72546599,0.045058502,0.645803728
EMB,2.654584793,6.296651377,0.04509222,0.645803728
SLC22A20,-2.484170627,-5.595126026,0.045110547,0.645803728
RPS9,0.864839423,1.821136957,0.045132367,0.645803728
SLC4A1,3.630139512,12.38171723,0.045210922,0.645803728
BTF3,0.787510236,1.726093046,0.045235531,0.645803728
ERI1,1.2707366,2.412847274,0.045265344,0.645803728
AP5Z1,0.85457487,1.808225833,0.045286349,0.645803728
CES3,-3.523006919,-11.49557654,0.045400398,0.646736928
OGFRL1,-1.092128485,-2.131883327,0.04555261,0.64812843
NRGN,-3.399684386,-10.55375422,0.045622364,0.64812843
ZNF165,2.12319564,4.356578806,0.045644219,0.64812843
RPS13,0.760782599,1.694409519,0.045849533,0.650000191
EXOC3L4,-6.020395509,-64.91119943,0.045873745,0.650000191
PRRG1,-6.118582138,-69.48271094,0.046001055,0.651110683
RTKN2,-3.837679163,-14.29738268,0.04641673,0.652190321
ACO1,-1.499819403,-2.828073084,0.046456733,0.652190321
SMAP2,1.158458389,2.232187767,0.046476058,0.652190321
BLOC1S3,1.276634493,2.422731444,0.04656805,0.652190321
RELL1,1.805666976,3.495907413,0.046675627,0.652190321
IMPDH2,-1.233877372,-2.351982576,0.04668348,0.652190321
HSPB1,-2.287456849,-4.881947732,0.046699198,0.652190321
HIST1H2AE,-2.062266093,-4.176417944,0.046769988,0.652190321
SH3KBP1,1.561735135,2.952086788,0.046802015,0.652190321
RASGEF1A,2.284673593,4.872538529,0.046806795,0.652190321
CCDC71L,1.094293537,2.135085045,0.046836002,0.652190321
ANKRD18B,-2.943271674,-7.691535683,0.046862576,0.652190321
SMARCA4,-0.768222788,-1.703170407,0.046982408,0.652190321
CMTM3,2.278060599,4.850255001,0.047004594,0.652190321
TAPBP,0.91888765,1.890656993,0.047077541,0.652190321
PPP2R1A,-0.735972676,-1.665519997,0.04711266,0.652190321
ENO3,-1.54278779,-2.913569631,0.047116741,0.652190321
ABRACL,-1.078961445,-2.112514794,0.047129944,0.652190321
PEX6,-1.227281849,-2.341254632,0.047231641,0.652190321
ITPR3,1.537841721,2.903597988,0.047263458,0.652190321
PFN1,-0.946712646,-1.927475665,0.047315492,0.652190321
TJAP1,0.864553543,1.820776122,0.047384012,0.652190321
TNNT3,2.349768857,5.097425754,0.047464044,0.652190321
AP1M1,-0.92386542,-1.897191645,0.047487141,0.652190321
FUT7,3.76935031,13.63601617,0.047532681,0.652190321
C17orf104,-2.437840295,-5.418300077,0.047556699,0.652190321
LOC646762,-1.386619527,-2.614653059,0.047590451,0.652190321
ABCF3,0.87217074,1.830414949,0.047602305,0.652190321
RTP5,3.250313895,9.515727086,0.047693814,0.652190321
TMEM189,1.066503204,2.094350935,0.047760491,0.652190321
PARP15,-1.029508282,-2.04132838,0.047784087,0.652190321
CCDC85C,-3.122437774,-8.70858168,0.047869485,0.652190321
RPS5,0.732775102,1.661832644,0.047869864,0.652190321
BTG1,1.367067058,2.579456395,0.047878356,0.652190321
PTGR1,-2.47775084,-5.570283827,0.048055577,0.652190321
USP19,0.775350289,1.711605582,0.048128685,0.652190321
PCYOX1,-1.354740425,-2.557510964,0.048132134,0.652190321
LINGO3,2.45021026,5.46495744,0.048136114,0.652190321
KLF6,0.824589568,1.771031126,0.048176193,0.652190321
ZNFX1,1.066994646,2.095064479,0.048298935,0.652190321
RAG1,-5.286454494,-39.02845627,0.048347006,0.652190321
CRELD1,-1.898376423,-3.727934271,0.048377663,0.652190321
EXPH5,-4.022052694,-16.246451,0.048495521,0.652190321
GYPC,2.811156446,7.018469433,0.048518809,0.652190321
SMPDL3A,-2.826822658,-7.095098229,0.048572516,0.652190321
NUDT16,1.421507578,2.678652768,0.048679252,0.652190321
FAM46A,1.809518676,3.505253237,0.048743354,0.652190321
ITPRIPL2,2.67651655,6.393103943,0.048765964,0.652190321
FAM131A,1.859729393,3.629395789,0.048776272,0.652190321
HTR7,4.228567159,18.74673126,0.048784296,0.652190321
RPS3A,0.757709625,1.690804228,0.048807795,0.652190321
TRIB2,-2.439315668,-5.423843939,0.048856785,0.652190321
EVL,-1.421904241,-2.679389355,0.048872925,0.652190321
DZIP1L,-3.558053596,-11.77825245,0.048942496,0.652190321
SLC44A4,3.361804774,10.28025948,0.048995898,0.652190321
TFDP1,1.916825017,3.775911674,0.049021492,0.652190321
FBRS,0.998165516,1.997458482,0.049147595,0.652190321
CBX7,1.434286231,2.70248429,0.049367561,0.652190321
RPL35,0.679250706,1.601307866,0.049396047,0.652190321
SLC39A14,-1.475536611,-2.780870594,0.049401628,0.652190321
LINC00936,1.60264221,3.036990108,0.049475106,0.652190321
HHIP,-4.297110135,-19.65889238,0.049581745,0.652190321
RPL39,0.785578882,1.723783849,0.049636482,0.652190321
SDE2,1.23677936,2.356718362,0.049681821,0.652190321
CSRNP1,1.522290946,2.872468249,0.049717061,0.652190321
TREM1,2.472283045,5.54921248,0.049780031,0.652190321
CISH,1.001135241,2.001574398,0.049864859,0.652190321
LGALS1,1.966704672,3.908742841,0.049903885,0.652190321
ISCU,0.998063142,1.997316746,0.049946143,0.652190321
DEPDC7,1.508829292,2.845790172,0.049997798,0.652190321
