"Gene","Log2.MeanExpression.inAllSamples","logFC","FoldChange","pValue","FDR"
"MYBL1",-0.081350237686852,-2.3979235811896,-5.27044062702756,0.131754138416931,0.708278307732227
"TPM2",3.96717159321815,-1.6699527202091,-3.18204165190724,0.131845571675064,0.708308221799056
"CTSA",6.11420849860723,0.908503177330325,1.87709696511839,0.131928026994735,0.708308221799056
"TRPC4AP",6.68365206530434,0.743234062383586,1.67392404024044,0.131944783854878,0.708308221799056
"CSNK2B",5.9689495204044,0.541069412189392,1.45505068860566,0.131972648015021,0.708308221799056
"UBE2D3",7.92435877108963,0.57662835392638,1.49135979482509,0.132052699737453,0.708383941268159
"CES4A",-1.01633611035142,-2.26130805287249,-4.79425967506792,0.132103448708176,0.708383941268159
"TM7SF3",6.06534916776022,-0.734741390626052,-1.66409914566123,0.13222463615539,0.708383941268159
"GTF2B",5.11932373048401,0.925938173321413,1.89991934298456,0.132273459429101,0.708383941268159
"PCTP",3.86771928558051,-0.613866091818327,-1.53035471864578,0.132400071374026,0.708383941268159
"USP32",5.49507779066831,0.646410871214682,1.56526927965121,0.132429571822127,0.708383941268159
"ACTG1",10.4964637719068,0.753050577299739,1.68535274224583,0.132432708686612,0.708383941268159
"FAM3C",2.79180318976848,-0.749315871373581,-1.68099551033226,0.132450202182943,0.708383941268159
"HNRNPH1",9.33731415127639,0.871302269577157,1.8293134116678,0.132535804969999,0.708383941268159
"VNN1",-1.57672367171088,-2.51004558987773,-5.69638078799796,0.132712901136753,0.708383941268159
"GPI",6.73867376852198,-0.71865489356949,-1.64564698899616,0.132734654856648,0.708383941268159
"SLC27A4",1.65242400324578,-1.92368437343272,-3.79390715520005,0.13288875356776,0.708383941268159
"HCST",5.33298769105651,1.11730718519875,2.16941669059455,0.132905436877373,0.708383941268159
"GCFC2",3.28180732139695,-0.873423388829442,-1.832004933858,0.132923670536058,0.708383941268159
"GLE1",4.57568491841405,-0.7260420595145,-1.65409495873164,0.132967103595846,0.708383941268159
"SLC20A1",6.08922695904716,1.41299707870813,2.66289783440481,0.132982192675402,0.708383941268159
"PGM2L1",3.37044068545582,0.890385694148775,1.85367162332757,0.133007958635704,0.708383941268159
"RPL24",8.82682880169038,0.483011779984345,1.39765838405267,0.133019300524091,0.708383941268159
"LOC100288123",2.29988266414751,0.913931432839269,1.88417299633883,0.133148976212559,0.708383941268159
"C5",2.41563253814604,-1.25023503935915,-2.3788017453708,0.133150418707482,0.708383941268159
"HEMK1",3.88985832545465,-1.07586435647019,-2.10798464258692,0.13316829672028,0.708383941268159
"ZNF655",6.27689697952737,0.771105655550751,1.70657717256609,0.133215032109199,0.708383941268159
"TMEM14B",5.13498904982467,0.845381329322057,1.79673959244774,0.133235863225242,0.708383941268159
"TSPAN17",4.61018293904938,0.896388015703576,1.86139987529213,0.133264562570026,0.708383941268159
"GCSAML",5.15409182302653,-1.72515365191847,-3.30615337042199,0.133348152233242,0.708399087988885
"NCKIPSD",3.26537157158372,-1.17158397932606,-2.25258879881126,0.133383207519559,0.708399087988885
"PDIA5",3.83680148533923,-1.54920460751015,-2.926557465485,0.133532943430218,0.708399087988885
"LRRC8B",4.55388751629091,-1.15702031355363,-2.22996383575495,0.133565676955635,0.708399087988885
"GLUL",9.06977528803165,0.868977494979525,1.82636800975482,0.133589401127032,0.708399087988885
"MID1",0.152927667776414,-6.66300204813749,-101.335934694067,0.133603828443545,0.708399087988885
"CCL5",4.16173585716789,1.46021496579557,2.75149358635716,0.133679936221459,0.708399087988885
"C18orf21",3.55995317738193,0.886747511435487,1.84900293069518,0.13374964316866,0.708399087988885
"MON1A",1.26104898153795,-1.57164454673492,-2.97243352621726,0.133758717792448,0.708399087988885
"NUTM2D",-0.45786607802059,-1.82497987540912,-3.54302065339459,0.133799842774601,0.708399087988885
"AP1S3",0.470866742902375,2.04650677058067,4.13104498522468,0.134002513562083,0.708831734406845
"SNORA45A",0.794598252397528,1.21012917475273,2.3135835101313,0.134089275204233,0.708831734406845
"EVI2A",2.23281444817976,1.65005387767591,3.1384535954475,0.134109770605318,0.708831734406845
"ARID4A",5.31706585378035,1.03793181437104,2.05328204554168,0.134140707621148,0.708831734406845
"COL19A1",-0.605619943808504,-2.25058392362338,-4.75875415228966,0.134223073897735,0.708831734406845
"BET1",1.88652002494092,-0.951093547378547,-1.9333375517358,0.134232764127665,0.708831734406845
"GALNT11",3.64743657413001,-0.750216180946978,-1.68204485799592,0.13425448859115,0.708831734406845
"PBDC1",3.53238814354267,0.871218825942343,1.82920760958097,0.134449407474007,0.709579280619462
"LST1",5.05473890463976,-1.34191263319532,-2.53487153253271,0.134547491562084,0.709815374795211
"CPEB2",4.85338656362254,-0.968166088736226,-1.95635215689774,0.134685166931319,0.710200550608377
"POLR2A",8.2360893269877,0.754638657896825,1.68720895547941,0.134727259656937,0.710200550608377
"RASGRP4",4.10810869227929,-1.43542566049629,-2.70461953382572,0.134845073186597,0.710540078711949
"BRAT1",5.1752758307579,0.612365405544906,1.52876367672748,0.135132252724019,0.711771426165114
"ZNF804A",1.47687463177713,1.89027874695168,3.70706843093728,0.135195218461479,0.711821282797773
"IARS2",4.81902461023495,-0.602480476646839,-1.51832483325091,0.135357931068006,0.711990548236354
"ZFP91",6.53309939812255,0.817167292484144,1.76194304835333,0.135379225548886,0.711990548236354
"S100A10",3.85535985617223,-0.73334206371573,-1.66248585268843,0.135410192350678,0.711990548236354
"EFCAB11",1.67810466801623,-1.19451931629927,-2.28868563944831,0.135478692861188,0.711990548236354
"MNT",4.24967800101342,0.615957544896634,1.5325748594903,0.135494931840244,0.711990548236354
"WBP2",5.73787230981091,0.569971692943921,1.48449444314298,0.135587314445677,0.712194717212684
"RPTOR",4.26610802265534,0.815384732603675,1.75976737756383,0.135698110627398,0.71233556371516
"PIDD1",5.15664604035482,1.30024930318112,2.46271435631414,0.135794093753718,0.71233556371516
"MYCNOS",-0.419322730381412,-1.76104896022706,-3.3894447642108,0.135823006515786,0.71233556371516
"ZNF136",3.57241117418121,0.944006341249758,1.92386336549731,0.135934319794808,0.71233556371516
"CALR",9.47401003595212,1.24096143730892,2.36355991596457,0.135951248274929,0.71233556371516
"PCP2",0.622370295288941,-1.87536859380109,-3.66895343309343,0.135983976746935,0.71233556371516
"IFIT5",2.74403460469588,1.35429422929772,2.55672010149515,0.135998977301562,0.71233556371516
"C4orf33",3.66180354260862,-0.894556589566021,-1.85903842438357,0.136042440240528,0.71233556371516
"RAB38",2.55834656582266,-1.6489046294376,-3.13595450455523,0.136127145767866,0.712498691755097
"INVS",3.31740403727062,-0.997790662799131,-1.99693955227321,0.136251853296155,0.712555088763344
"MIR224",-3.73805931175421,-4.1175399057996,-17.3581333329688,0.136285411108901,0.712555088763344
"BRCAT54",-1.40954348335347,-2.11253677467174,-4.32451030282427,0.136298587065217,0.712555088763344
"POLR2L",4.73002394414583,-0.64673336510888,-1.56561921237756,0.136439331621201,0.712765020396543
"PRUNE2",-0.358043911855073,-2.33437547028123,-5.04332595222661,0.136445885527997,0.712765020396543
"DTX3",1.26239116398703,1.59255068893466,3.01582076380714,0.136533841579324,0.712944569157341
"TIMP3",3.45261483877991,-5.24548487774301,-37.9357164049666,0.136766041802066,0.713876887476064
"P3H4",0.423705907149243,-3.69899817779535,-12.9870168922963,0.136932188952761,0.714133765669021
"BCL7A",3.80466858822471,1.67493080485887,3.19304039581902,0.13698433889966,0.714133765669021
"KIF18A",3.41582640272819,-0.942094811370127,-1.92131598925163,0.136992995691337,0.714133765669021
"KHK",-0.275825084829317,-4.57804515644729,-23.885201729397,0.137029951428261,0.714133765669021
"LOC100506990",1.76817404593954,-3.72082318567229,-13.1849773311225,0.137169850103672,0.714162048715945
"NR1H3",2.750378979455,-1.22243899380989,-2.33340865823266,0.137173225611934,0.714162048715945
"THAP10",-2.42251842117268,-3.29438652677179,-9.81090706599069,0.137208808255404,0.714162048715945
"ATP11A",4.71993839952617,1.28457369123645,2.43610056613466,0.137250083319554,0.714162048715945
"ZNF853",1.39047017301424,-1.0944149276736,-2.13526470260393,0.137318601507733,0.7142392467007
"MINK1",5.70376706851812,0.806752131684792,1.74926896344945,0.137399609291724,0.714381321464004
"CSK",6.23667096972571,-0.783469486055606,-1.72126530930186,0.137689559120879,0.714856774691159
"INTS1",6.68217528535625,-0.64499779920936,-1.56373690081878,0.137724987069648,0.714856774691159
"MAP2K3",6.36451147031233,1.34205000317417,2.53511290844208,0.137770095340725,0.714856774691159
"HMGB2",8.67466059389203,1.06272391980611,2.08887175219004,0.137813166055665,0.714856774691159
"HOXA6",-2.62890823114825,6.75145560397773,107.743393790233,0.137948220798984,0.714856774691159
"DNTTIP2",6.01250073626403,0.661220534978046,1.58141995564438,0.137960336331976,0.714856774691159
"APOBEC2",-0.334877146396237,1.40472303456769,2.647669478213,0.138001279677165,0.714856774691159
"MCF2L",0.990492724010137,-2.62104806159807,-6.15196826686908,0.138003546743495,0.714856774691159
"MAST1",0.22750521325054,-1.45696701217262,-2.74530608921667,0.138007015430894,0.714856774691159
"TICAM1",3.85537387373514,1.37800002903554,2.59907817721967,0.138099740020928,0.714856774691159
"SGOL2",2.99741669433067,-0.934425544681508,-1.91112950613331,0.138110548992774,0.714856774691159
"LOC730102",2.675233048231,-1.09427063138504,-2.13505114717118,0.138180310941291,0.714856774691159
"ATP6AP1",6.31778201060933,0.568997276572516,1.48349213339685,0.138189524577652,0.714856774691159
"LINC00472",-1.59454267286881,-5.29635283783205,-39.297151557438,0.138248885101443,0.7148858982801
"GZMH",-1.03601645358777,-2.3970897366789,-5.26739531386009,0.138375849922795,0.715012924398686
"ESYT1",6.94802072730554,-0.643845749298405,-1.56248869256166,0.138380930501813,0.715012924398686
"NDUFS3",5.35912180219916,0.684096939395523,1.6066959490397,0.1385986161273,0.715254178072228
"SDCBP",6.15531593191881,0.601785845357949,1.51759396356387,0.138669142432349,0.715254178072228
"TBCE",3.035019528535,-0.701265380196629,-1.62593026232622,0.138690382266017,0.715254178072228
"SDHD",4.29661873219058,0.772484394589193,1.70820887515747,0.13870802022212,0.715254178072228
"THUMPD1",5.00010759363777,0.680435569861787,1.60262353666248,0.138732289212851,0.715254178072228
"DYNLL1",4.53063397444114,-1.68027854261594,-3.20489822362633,0.138750171635056,0.715254178072228
"GPAT3",0.0783927581266251,3.06479174380005,8.36747156824607,0.138901946585287,0.715759256125964
"GUCY1A3",2.4895176238525,2.32487488816233,5.01022324449941,0.138987161338318,0.715921092375658
"NHLRC2",4.71901065943023,0.618642002067122,1.53542921294743,0.139265612467048,0.716147587229094
"LILRB4",0.59807755193755,-1.72952938348597,-3.31619624199722,0.139305573916275,0.716147587229094
"ZNF304",3.489521015552,0.840854210653539,1.79111033311386,0.139321191748543,0.716147587229094
"KLHL14",-0.955279829444687,-3.33683758380014,-10.103880552727,0.139385160976515,0.716147587229094
"SEPN1",5.65014658365998,-0.896107762260616,-1.86103832067117,0.139390032418826,0.716147587229094
"GEMIN5",3.05896595548226,-0.81604137401249,-1.76056851647939,0.139490614617351,0.716147587229094
"SATB1",5.81773916419001,1.32414799434839,2.50384975371261,0.139499420378275,0.716147587229094
"COCH",1.51126009661362,-2.05695049400886,-4.16105827718052,0.139645108890019,0.716147587229094
"NMU",-1.45489195973768,2.84091427387594,7.16473961336634,0.139745442926322,0.716147587229094
"CLGN",0.675160062425209,-2.12651639692361,-4.3666182117957,0.139750889044141,0.716147587229094
"MRPL44",4.57591576777726,0.654313199185275,1.57386652923664,0.139775014271058,0.716147587229094
"DCTN3",4.99474534383849,0.595290342739131,1.51077659914021,0.139827142536393,0.716147587229094
"RAD51AP1",4.30860642194584,-0.832811288030034,-1.78115280198003,0.139830859901015,0.716147587229094
"LMNA",7.16864227338575,1.67754894482372,3.19884024717181,0.139893358263066,0.716147587229094
"SLC25A3",8.28380408136236,0.506393642158184,1.42049489047541,0.140001094899008,0.716147587229094
"PLOD1",3.55312257479648,-1.37640107380093,-2.59619918517767,0.140042018811124,0.716147587229094
"TMPRSS9",1.16750126065806,1.43476874020196,2.70338828608219,0.140158679957724,0.716147587229094
"NXF1",7.5907572951407,0.810889257719843,1.75429243158343,0.140169859249356,0.716147587229094
"SIK1",3.0350412193685,1.35514448099547,2.55822734748382,0.140204781981312,0.716147587229094
"YPEL3",5.37712782380656,0.93955164323759,1.91793209640551,0.140265307353177,0.716147587229094
"ZSWIM1",2.89461194097395,0.781728084310173,1.71918891335843,0.140287904056792,0.716147587229094
"HLA-DRB6",1.24408921018815,1.86267298105915,3.63680855016394,0.140300829668958,0.716147587229094
"CYHR1",3.82872654165944,-0.838719459082845,-1.78846199232343,0.140333537134813,0.716147587229094
"LINC01160",-1.30440387694073,1.92027848286175,3.78496112596402,0.140376768695489,0.716147587229094
"SMG8",3.04496253638439,0.961325007079691,1.94709733660193,0.140559072875816,0.716708735336619
"LMNB2",5.92112387333693,-0.793888379174409,-1.73374098288877,0.140600562145025,0.716708735336619
"TMEM183A",5.32779551939969,0.67191071344091,1.59318158954002,0.140662641021866,0.716708735336619
"ADM",2.75636987081457,1.89666197995279,3.72350676825291,0.140708052886168,0.716708735336619
"DPP10",-0.425490261745596,-4.66162640397021,-25.3098386284777,0.140828993308142,0.716708735336619
"KLF3",6.05091363392553,1.54804308814646,2.92420223096904,0.140962343294781,0.716708735336619
"SORT1",3.15912517704781,-1.92528450133175,-3.79811740362989,0.141054635643971,0.716708735336619
"SPTA1",6.58449111046949,2.41851271949461,5.34619596095057,0.141075609956302,0.716708735336619
"EBP",4.10922156929571,0.859826838756797,1.81482047150658,0.141218334896557,0.716708735336619
"CRYBG3",1.55956166947239,-1.38893162840844,-2.61884673195246,0.141264016920426,0.716708735336619
"ATG16L1",4.42683774776844,0.668442131441844,1.58935580298056,0.141329546278495,0.716708735336619
"MTF2",4.88278582787378,-0.81772264808153,-1.76262142684982,0.141390574302104,0.716708735336619
"DHRS7B",2.42710083884821,-0.998367491648052,-1.99773814284179,0.141433504447467,0.716708735336619
"SARS2",4.04930070344737,-0.739643847812699,-1.66976358030943,0.141485801102025,0.716708735336619
"RSL24D1",6.71725635338881,0.690336604370942,1.61365996781385,0.14152383163616,0.716708735336619
"ODF3B",2.22089842652265,1.07638840971529,2.10875049872685,0.141596852235799,0.716708735336619
"MAPK11",2.6480432505321,-1.86172847275152,-3.63442837166484,0.141618072958099,0.716708735336619
"PTPN7",6.59211997287013,-0.555436099321104,-1.46961280219232,0.141654595127355,0.716708735336619
"MXD4",5.66043336268945,0.751561957662657,1.68361463737581,0.141849284980492,0.716708735336619
"LMBR1L",4.92645299230849,0.872145885702063,1.83038341575057,0.141869273425174,0.716708735336619
"C10orf11",1.02676526116745,1.38628068363004,2.61403903285531,0.141889450196985,0.716708735336619
"PPP1R26",3.21862574974637,-1.5822796872231,-2.99442643003217,0.141907403975695,0.716708735336619
"THAP8",0.34761012274929,-1.31521100742958,-2.4883872295204,0.141932841509993,0.716708735336619
"ACTR3",7.02471905526496,-0.60105149713759,-1.51682168750347,0.141951462536846,0.716708735336619
"ZNF518A",4.58046813119631,-1.29953158223094,-2.46148949447792,0.141988574821481,0.716708735336619
"OGG1",2.7891277043538,-1.46899826645523,-2.76829610571174,0.142025448151605,0.716708735336619
"CLEC5A",1.05183602107604,1.79357487286838,3.4667285429641,0.142037401665367,0.716708735336619
"TAF1C",5.57228383346815,0.609582070949538,1.5258171365461,0.14208697975123,0.716708735336619
"ACADS",4.08834306300516,0.629744552107006,1.54729100132001,0.142092506363918,0.716708735336619
"ZNF683",-1.09237062492456,-2.66867924891028,-6.35846818673852,0.142102791718752,0.716708735336619
"TMCC1-AS1",1.22449941389252,-1.58778275256214,-3.00587028472865,0.14220756518297,0.716965386418876
"CDIP1",4.27900621346429,-1.58277029350447,-2.99544489491389,0.142432447659592,0.717827165193513
"STX3",3.83833048842711,1.66476724585525,3.1706249791192,0.142514009764452,0.717966262747458
"HOOK2",2.80317061740433,-1.08255445056079,-2.117782530752,0.142785484795634,0.719040669298074
"CCDC28A",3.83134733926125,1.02876008650169,2.04027000283971,0.142893335649998,0.719040669298074
"PHF14",4.5641311835166,-0.72380538726009,-1.65153253091459,0.142916608369296,0.719040669298074
"PPP1R11",4.18815596515484,-0.782404647582558,-1.71999532969634,0.143077301321425,0.719040669298074
"TTLL1",0.667832579317112,-1.40234960069555,-2.64331727487529,0.143091729205745,0.719040669298074
"ADA",4.31098244087753,1.52096494917366,2.86982934476778,0.143251090669615,0.719040669298074
"GABRB2",-2.83402008615518,-4.8189101297635,-28.2251653928204,0.143261660959521,0.719040669298074
"NRARP",0.366721263893872,1.5721308236603,2.97343558792892,0.143277962099213,0.719040669298074
"TEX264",4.26345427962788,-0.901911271316687,-1.86853977123088,0.143342823938723,0.719040669298074
"YPEL5",7.34168035326454,0.743913290566966,1.67471231776402,0.143346459717445,0.719040669298074
"OSBPL1A",0.262040217720428,2.12273869191481,4.35519915461764,0.143381485166917,0.719040669298074
"FAM208B",5.5491155346895,0.758261244682256,1.69145083665931,0.143417197359182,0.719040669298074
"NLN",2.29013306990973,-1.23475154588621,-2.35340814672091,0.143470570591905,0.719040669298074
"CHRFAM7A",0.175878613161734,1.88599669683129,3.69608182729491,0.143483876511566,0.719040669298074
"ZXDC",5.62080042543441,0.736847092616853,1.66652977393082,0.143613572847122,0.719419648618583
"BAG3",2.8312111446065,-1.26282133706078,-2.39964557492654,0.143796823115102,0.71994707540097
"CCT5",6.23586248943231,-0.878056989150293,-1.8378983659444,0.143863845326482,0.71994707540097
"LRRC49",-1.60149008051202,-3.03883756143831,-8.21828613461605,0.143881193047063,0.71994707540097
"PRDM2",6.38953374229084,1.13075949884496,2.18973987561508,0.14397216226217,0.720090031707653
"HIF3A",-2.20046195462119,-7.20393161273019,-147.434629293425,0.144018006341531,0.720090031707653
"C15orf41",0.699373391469676,-1.35111005756619,-2.55108338811546,0.144102723727763,0.720235187796373
"SBF2",2.25642918274859,1.60990952224452,3.05232698705945,0.144155302901296,0.720235187796373
"C9orf64",1.00341078568301,-1.18863471204796,-2.27936933984233,0.144278220524617,0.720578725255264
"PADI2",-0.00668208100571474,-2.24119942019549,-4.72789966854199,0.144359816678505,0.720631044679528
"HNRNPA1L2",3.4602377940467,0.873037990940321,1.83151560207516,0.144439510500565,0.720631044679528
"IFI27",3.05591595001992,-3.45958488969748,-11.0011686955152,0.144451183476911,0.720631044679528
"MSRB1",2.43926848471594,-0.811892536846995,-1.7555128260929,0.1445608426911,0.720760861591412
"ARHGAP5-AS1",-1.07504245096183,-1.97018106088615,-3.91817289741081,0.14466407169504,0.720760861591412
"COA1",4.01255579460325,-0.679996367340143,-1.60213572104779,0.144709846048953,0.720760861591412
"SERINC1",6.28653609345627,0.971295889766928,1.96060089920179,0.144794085043625,0.720760861591412
"SEMA3C",0.0386205931928738,-2.91444252603584,-7.53936242801396,0.144813059536532,0.720760861591412
"C1orf74",0.0753469639546679,1.45354737436272,2.73880656240562,0.144849155646162,0.720760861591412
"SNHG6",5.45565865004755,0.592271418778208,1.50761851591644,0.144899048985946,0.720760861591412
"CHEK1",4.35811842644219,-0.934339352720759,-1.91101533156821,0.144932863773839,0.720760861591412
"TCEAL3",3.21115687787809,0.895006510923984,1.85961827771786,0.144964755025826,0.720760861591412
"ISOC2",3.21279728158567,-1.06175675714249,-2.08747187094106,0.145084398370053,0.721020376653132
"GPR161",-1.5127926468798,-3.73774264530884,-13.3405167451402,0.145125333985501,0.721020376653132
"STIL",4.18583841708597,-0.98256768652343,-1.9759790985701,0.145197159270225,0.721107952254703
"PSRC1",1.15048764519093,-1.7534832677468,-3.37171657190421,0.145474525321112,0.721784243817072
"MZB1",2.37571313220291,1.78317605075566,3.44183050024688,0.145482709902296,0.721784243817072
"LIPE",0.7807549599456,-1.47492934820888,-2.77970030861821,0.145544109610724,0.721784243817072
"SLC38A5",4.5003766318255,1.73231762599575,3.32261152719263,0.145550328911026,0.721784243817072
"DPH1",4.15848251597556,0.604029327637943,1.51995575430974,0.145658938044307,0.722053714858238
"LOC102723701",-0.606201098967533,2.25658204200439,4.77858023356868,0.145838608527567,0.722675115999729
"NEURL4",4.71010496663841,0.79433404314525,1.73427663680288,0.145950143287979,0.722810577706838
"HP1BP3",7.14627061840782,-0.632554105535489,-1.55030718443762,0.145997595843681,0.722810577706838
"CXCL12",2.61718209854103,2.45097765136182,5.46786510498398,0.146070979439653,0.722810577706838
"LOC101927181",2.12748257838863,-1.74727940932716,-3.35724868982144,0.146083250165629,0.722810577706838
"BTN3A3",1.81055670787494,-1.61354078718615,-3.06001937412166,0.146208674403412,0.723162235292715
"CTR9",5.8081857177674,-1.02585388383299,-2.03616416636027,0.146315515103292,0.723421749702451
"FAM111B",0.282174266591714,-2.11521693121296,-4.33255159836894,0.146465731046038,0.723895450062234
"HTATSF1P2",1.39830767601629,-1.32516978917445,-2.50562374396772,0.146601681949872,0.724146244359293
"LACTB",3.48970213473828,0.838736511237537,1.78848313144842,0.146625327493719,0.724146244359293
"ZFP64",2.00465657165244,-1.22584856818659,-2.33892981053998,0.146693362066969,0.724213425714663
"VEGFA",4.18860238171353,1.26162472345164,2.39765606365214,0.146882276336301,0.724726273673045
"TPRN",2.35060079552324,-0.977145762366999,-1.96856692773444,0.146906182645336,0.724726273673045
"ARID5A",5.50370269503482,1.26156998150377,2.3975650881726,0.147007510947578,0.724957351059127
"ALG9",4.33882954281199,0.565798942538347,1.48020699840662,0.147110096980578,0.725006277864679
"VWDE",1.10896400436451,-4.87845302354036,-29.4144473104239,0.147171375351001,0.725006277864679
"SLC43A2",3.99653018087639,1.55758791848867,2.94361281088225,0.147291455504516,0.725006277864679
"RTN3",6.18476541671509,-0.596346482947305,-1.5118829840963,0.147344590603001,0.725006277864679
"POU2AF1",1.02192405908573,-2.35192609487342,-5.10505355137477,0.147425094965127,0.725006277864679
"HIGD2A",4.54472785736171,0.585627745113479,1.50069182790529,0.147434669761732,0.725006277864679
"OLIG1",-0.201559621015139,2.70037282439903,6.49969862013054,0.147482749517083,0.725006277864679
"LOC401134",-3.33763256273574,-4.94048961674435,-30.7068712396954,0.147689560640194,0.725006277864679
"SLC2A5",1.72120459283162,2.5085359019544,5.69042300824525,0.147756044163324,0.725006277864679
"TRIM11",4.68147027624946,0.674714904545338,1.59628129543094,0.147766281123267,0.725006277864679
"ZNF583",-0.0542807632742807,-1.3902615747352,-2.6212620251025,0.147812658484928,0.725006277864679
"MED17",4.84684574443421,0.897501517368829,1.86283709651578,0.147815743673169,0.725006277864679
"FAM122C",3.01880363292791,1.17862449896171,2.26360856119576,0.14781788852823,0.725006277864679
"EHD4",2.97215123558008,-1.1551728673684,-2.22711007843222,0.147860813536448,0.725006277864679
"DEFA3",0.747193158603157,-3.78842764973284,-13.8175281800238,0.147920718556994,0.725006277864679
"KIAA1467",1.89838955228911,0.994132697248109,1.99188270859211,0.148003907978003,0.725006277864679
"EIF3G",6.35214913270093,0.522723746749405,1.43666505160072,0.148048931449915,0.725006277864679
"SLC7A6",5.20571850159914,0.553483454315931,1.46762507026611,0.14809814034956,0.725006277864679
"HEYL",0.0859384990740937,-1.62273384095342,-3.07958050075613,0.148280158936119,0.725006277864679
"PIK3CD",5.11230604950863,1.33070139261884,2.51524928635053,0.148440691686046,0.725006277864679
"VPS18",4.12559209019302,0.74443881474067,1.67532246897194,0.148477459744346,0.725006277864679
"RASIP1",0.21887972349271,-3.52300599844928,-11.4955692086252,0.148533485054286,0.725006277864679
"ZNF692",3.91347908657936,-1.20485352973143,-2.3051386514699,0.148561990017534,0.725006277864679
"CCRL2",1.40687669060713,1.73309702779287,3.32440702032478,0.148568476636693,0.725006277864679
"C1orf216",3.6162899693174,0.89450772811957,1.85897546321323,0.148629115669285,0.725006277864679
"SNUPN",3.26000208054623,-0.817984695215416,-1.76294161360495,0.14887022787886,0.725006277864679
"VPS45",3.69382399366425,-1.09011279263325,-2.12890680036999,0.149008779005453,0.725006277864679
"LINC00960",-0.737273863859498,-3.47570347956175,-11.1247690392574,0.149013157521659,0.725006277864679
"LOC101928150",-0.861821067760536,-1.8191077494225,-3.52862899086778,0.149297459550535,0.725006277864679
"DCDC2",-2.19045083390558,-5.03481235588303,-32.7815543272002,0.149404262140112,0.725006277864679
"NLRC5",5.7569204785918,-0.662843080727735,-1.58319952069241,0.1496186306411,0.725006277864679
"PBX1",1.27474026160965,-8.1763778109255,-289.291036136085,0.149775944941882,0.725006277864679
"ACADM",4.67470536473361,-0.805962395231364,-1.74831166936537,0.149807043877577,0.725006277864679
"LRG1",1.34761553235292,1.22677727981045,2.34043594353929,0.1498150532014,0.725006277864679
"WHAMM",5.42306905409641,1.19752910838745,2.29346534561933,0.149854581002666,0.725006277864679
"FAM177A1",3.08942644740953,0.649917502958956,1.56907846925514,0.150010917061722,0.725006277864679
"RPS6KA4",4.53598104114689,0.615549281323287,1.53214122247932,0.15019222487616,0.725006277864679
"SNORD36C",-0.0548441243581454,1.51709757210127,2.86214660570395,0.150277713223638,0.725006277864679
"IL17RA",4.20244565297302,1.19923797635642,2.29618355801381,0.150300543814866,0.725006277864679
"C6orf62",6.5852783235365,0.583139228835735,1.49810550373018,0.150321054388026,0.725006277864679
"RBBP8",4.31239227172599,0.739200470459881,1.66925049779047,0.150330777089861,0.725006277864679
"ITLN1",-0.379024252934935,-3.43957493963493,-10.8496375265004,0.150335736450492,0.725006277864679
"TNF",3.85564311017465,-2.60288318889956,-6.07499486350463,0.150465811437613,0.725006277864679
"CORO1C",6.36489550812729,-0.765510356741308,-1.69997126072719,0.150503197930983,0.725006277864679
"GHDC",3.84242440103188,-0.893360006498393,-1.85749716196432,0.150512493821533,0.725006277864679
"SLC41A1",3.23560112894702,1.29618260807769,2.45578218700676,0.150570380598961,0.725006277864679
"DENR",5.26562424542573,-0.595401062683782,-1.51089254846808,0.150587319844391,0.725006277864679
"GPC1",-1.18563737777211,2.16428100642564,4.48242985411354,0.150615601708056,0.725006277864679
"ARL8B",5.80801168195478,0.767809671307409,1.70268277289888,0.15063062333927,0.725006277864679
"RCE1",3.93647771518244,0.843532163549701,1.79443810745342,0.150665777669695,0.725006277864679
"CYTH2",5.74580989156897,-0.750167742259275,-1.68198838405271,0.150715983265112,0.725006277864679
"ZNF799",1.25733593263396,1.71629721539342,3.28591967877894,0.150744598564446,0.725006277864679
"CDCA4",5.073426293077,0.87945125046288,1.83967542149377,0.150840067622211,0.725006277864679
"SEPSECS",4.16800020809658,0.912905519662949,1.88283362056946,0.150850119266891,0.725006277864679
"FAH",4.65454497107878,-1.22274578775698,-2.33390491818658,0.150870411919184,0.725006277864679
"IGFBP5",0.0445755415389959,2.11666948317523,4.33691594796313,0.150888949695387,0.725006277864679
"ARHGEF2",6.86983127258533,-0.614798712145224,-1.53134432579883,0.151150595364814,0.725006277864679
"TOMM7",5.85020281522612,0.498901771218266,1.41313742431491,0.151174166657271,0.725006277864679
"RASSF1-AS1",0.954177580013377,1.01509428100595,2.02103496453275,0.151200755318559,0.725006277864679
"TMIGD2",1.74854454418385,1.97906690841196,3.94238018077013,0.151277006488008,0.725006277864679
"NPL",3.43136334565629,-1.64500667010763,-3.12749303202682,0.151380461194132,0.725006277864679
"SLAIN1",1.65606257130395,-1.66471324004188,-3.17050629223727,0.151446759907955,0.725006277864679
"RASGRP3",4.61591571269888,1.55805657932086,2.94456920158836,0.151490229954793,0.725006277864679
"GPR132",2.05718790635788,1.59555005868437,3.02209719140611,0.151583184793514,0.725006277864679
"FBXL20",5.08031050057311,0.782048488677998,1.71957076592789,0.151594149205637,0.725006277864679
"HM13-AS1",-0.250614313005465,1.39048683375519,2.62167133476069,0.151731600039598,0.725006277864679
"TMEM204",-0.0615011619415134,2.32951810769287,5.0263742965844,0.151731691871368,0.725006277864679
