"Gene","Log2.MeanExpression.inAllSamples","logFC","FoldChange","pValue","FDR"
"ITGA2B",7.52557593523413,-6.1250761275768,-69.7961777712596,0.00000278599070706636,0.0370676063575179
"MLC1",5.95936335892295,-2.73156153633872,-6.64174132892395,0.0000760168357441523,0.340779521172995
"CEBPA",4.27682495600626,5.46618614798183,44.2064858448309,0.00012514611356012,0.340779521172995
"CLCN7",6.35235015323629,2.27979904362962,4.85610307250033,0.000127366326485457,0.340779521172995
"RYR3",3.33025965277333,-5.32559273504909,-40.1017345548847,0.000214919056062615,0.340779521172995
"IGF2BP1",0.0878254288043228,-11.7058598355177,-3340.5266093713,0.000224969094877128,0.340779521172995
"RNF144A",3.73333362495944,3.8222069486221,14.1448693743643,0.000232175235009399,0.340779521172995
"TANC1",2.35022751936212,-4.70016265090155,-25.995007221669,0.000244170189944378,0.340779521172995
"TSPAN15",1.11544722095148,-6.5500564307009,-93.705149725269,0.000257442075430058,0.340779521172995
"CDC42BPA",3.08790475128926,-4.61214802438923,-24.4565335095947,0.000271896782343983,0.340779521172995
"DNM3",2.80030798864396,-6.23442717187445,-75.292130189705,0.000290795649766847,0.340779521172995
"HPSE2",1.19154293366415,-9.57462568259139,-762.51699503606,0.000314294705445634,0.340779521172995
"RETN",2.4711292738621,-4.30640825297627,-19.7860024136854,0.000332967589270871,0.340779521172995
"PTGS1",6.3253484239572,-3.05441711802469,-8.30751572084739,0.000379354416810171,0.360522179689952
"MGST1",2.19883383880899,3.99376575613565,15.9310091936478,0.000425685551561272,0.377583084234848
"DBN1",5.46177721829654,-3.47740720013348,-11.1379143631866,0.000471204934060921,0.391836352980035
"RHBDD2",4.46226585488588,2.19819906286776,4.58906125127678,0.000528180421686368,0.396115020329503
"TPSB2",-0.532935082723925,7.37609066208474,166.121001244144,0.000535894052305979,0.396115020329503
"SERPINI1",2.53020079989291,-6.10531116959692,-68.8464886343806,0.000606799821451934,0.424919559179893
"CXCL8",6.92671547546643,3.8616431425216,14.5368536585501,0.000726096835030873,0.441782524476558
"PLAG1",2.09482330459326,-3.0461465217535,-8.26002713904307,0.000791395074572066,0.441782524476558
"TELO2",4.40027057242765,2.57782877049321,5.97040488019882,0.00079444367926929,0.441782524476558
"TIPARP",5.70627199754746,3.13962079674205,8.81292420122528,0.000813394253982532,0.441782524476558
"RUNX1T1",-1.16722994156392,-7.06676982928148,-134.063233821283,0.000882219941374041,0.441782524476558
"EPHA3",-0.388340428321619,-9.68950677686971,-825.718819552635,0.000901152441359375,0.441782524476558
"PLXND1",5.35856656474886,2.89128477925887,7.41930875353855,0.000950492796682898,0.441782524476558
"GABBR1",3.84585898999713,-6.06612357056271,-67.0015966607025,0.00101277338654824,0.441782524476558
"ATP8B4",3.86562239950079,4.03599464539975,16.4042149214333,0.00106519361243671,0.441782524476558
"PKIA",1.42325295840762,-4.01425176162891,-16.1588403602226,0.00106926738328427,0.441782524476558
"VIM",8.11279413885068,4.16227093125532,17.9047557286903,0.00107977346753755,0.441782524476558
"CHD7",4.7037733812112,-2.25129242067638,-4.76109171581343,0.00109863070941917,0.441782524476558
"MYCT1",0.869421071132034,-8.67643025545637,-409.134179261439,0.00109898789557381,0.441782524476558
"CMTM5",2.41313537861734,-6.97231609737299,-125.567221526515,0.00114871731665328,0.441782524476558
"TNIK",3.54855842301482,-3.9921569258904,-15.9132535328009,0.00119328724722949,0.441782524476558
"DUSP2",4.12443709224476,2.67383246919004,6.38122086569034,0.00119724596928048,0.441782524476558
"PDE4D",4.82432278708295,2.4492068540137,5.46115783772853,0.00124995903628312,0.441782524476558
"SYNE2",3.77245224466263,-3.28577442524854,-9.75251576413248,0.0012711679605729,0.441782524476558
"MAP3K8",5.54838340669097,2.50303989492138,5.66878634311052,0.00129165992811846,0.441782524476558
"LAT",5.03645060324387,-4.78053888209918,-27.4843581330188,0.00130467536088693,0.441782524476558
"RFX8",-0.139136473919387,7.97145619577586,250.984801889911,0.00132816993454057,0.441782524476558
"ANXA3",2.40375044293592,-5.20636035664373,-36.9207602848487,0.00142222136767145,0.448674862389012
"TSPYL5",1.15363483607018,-4.37356490056952,-20.7288029470894,0.00145397687459405,0.448674862389012
"B3GNT5",3.53926691104642,3.88238846653706,14.7473973949726,0.00149128182408856,0.448674862389012
"BHLHE40",6.02000699716259,2.82844090307833,7.10306113815294,0.00164266248171812,0.448674862389012
"SH3RF1",1.46053381106393,3.53890312561771,11.6229399108158,0.00171672367591462,0.448674862389012
"STAB1",5.32406870767383,2.36750647673119,5.1604843393501,0.00172329980558372,0.448674862389012
"EMP1",1.98158398417337,5.10210070346946,34.3467265623197,0.0017317111272975,0.448674862389012
"OCLN",-1.2286577949283,6.18448901822068,72.7305216226785,0.00177619882799665,0.448674862389012
"FLT3",2.25325404585078,6.68781184636975,103.093663091772,0.00182779359224144,0.448674862389012
"TRPC6",-0.0159658487624629,-9.95632562806989,-993.46520410788,0.00182896805985442,0.448674862389012
"CPXM1",6.74041371129867,2.03549679944953,4.09963878076765,0.00183706066776331,0.448674862389012
"RIT1",5.60674178214728,1.5808907782803,2.99154502806858,0.00184180934109752,0.448674862389012
"FCRL1",0.784738704324636,-4.14629413246486,-17.7075674487861,0.00186496638813617,0.448674862389012
"TPSD1",-1.70773376149327,6.24140272791881,75.6570557023274,0.00186879922051987,0.448674862389012
"AMD1",7.13238551544231,1.50331403760264,2.83493181759781,0.00189422847660734,0.448674862389012
"CBX4",5.37077467203292,2.60680730800604,6.09154129438874,0.00191786711143752,0.448674862389012
"GOLGA8B",5.7086371719642,2.11755966715281,4.33959277452111,0.00192216964721336,0.448674862389012
"MDGA1",1.2130656919344,3.18179150723261,9.07433239692617,0.00199137252156267,0.451155129371571
"C2orf88",4.17032436455293,-3.84537229000206,-14.3738266789507,0.00201532527424563,0.451155129371571
"SPNS3",2.47661577195627,5.50909742784219,45.5411061300882,0.00203452144023256,0.451155129371571
"CTNNBL1",5.76914933511598,-1.55404580637819,-2.93639450276355,0.00221931294153016,0.471592854975894
"SPATA20",3.93682750635723,2.73079484881655,6.63821266399711,0.00223699455138207,0.471592854975894
"SOCS3",5.15047078810912,3.68384799791385,12.8513498609052,0.00225868405999129,0.471592854975894
"NFIC",4.25958210420162,2.0483862466619,4.13643022578946,0.002270415509735,0.471592854975894
"CD96",4.33908021146981,4.13129419955009,17.5244128094965,0.00234083496309432,0.471592854975894
"CD40",2.14166237061469,-3.22498081872834,-9.35009367401328,0.0024090932612872,0.471592854975894
"SERPINH1",3.43396823127878,-3.93400622309328,-15.2845929123673,0.00243300689532095,0.471592854975894
"MTSS1",5.10433047062518,-2.13453413007175,-4.39095311529789,0.00248650630254962,0.471592854975894
"GFI1",3.96109815056072,4.23307531821424,18.8054029953889,0.00253832424004903,0.471592854975894
"SGK1",3.38847129025916,3.22673659048308,9.36147974213743,0.00255781107993925,0.471592854975894
"ZNF503",0.875483038472287,6.09439443731637,68.3275000323384,0.00257703177151823,0.471592854975894
"ATP1B1",1.78659413844028,2.97702086659726,7.87358605602767,0.00268104544000739,0.471592854975894
"ALDH7A1",1.980544694508,-3.8380102381617,-14.3006640827679,0.00270648926633062,0.471592854975894
"WWC2",1.83492029162957,-3.66832024129972,-12.7137722197159,0.00279959503394608,0.471592854975894
"PDLIM5",5.25423855956974,-2.4053002000545,-5.29745783687649,0.00280476688403004,0.471592854975894
"PDLIM1",7.07458049863161,-1.92533555694741,-3.79825181779796,0.00282061002611477,0.471592854975894
"LOC284454",4.18372872191153,2.61926496231853,6.14436943707886,0.00284674047573808,0.471592854975894
"SH2D1A",1.75615545036895,4.0795680751401,16.9072260790564,0.00286002417945113,0.471592854975894
"HACD1",2.75462229215235,-2.78753919319986,-6.90451076773882,0.00288150060018143,0.471592854975894
"SLC22A17",0.802140664367598,-4.01260605130332,-16.1404181656512,0.00291110423395674,0.471592854975894
"MIR221",0.974528711630691,3.17273029298571,9.01751734485889,0.00291636620582865,0.471592854975894
"HOMER3",2.33924990894775,4.09131257116379,17.0454238786562,0.00291846591601651,0.471592854975894
"DUSP10",5.20635427864289,2.87104959675838,7.31597221909536,0.00294191709605405,0.471592854975894
"MACROD2",-1.5653987999906,-5.46424247808425,-44.146968788462,0.00301251972774441,0.474974236312875
"GNA15",6.27272912271097,2.04533893374981,4.1277023284297,0.00306924729837902,0.474974236312875
"LAX1",1.58418283973476,3.08117250779218,8.46301959954358,0.00307010780330005,0.474974236312875
"ITGB1",6.51672895557546,-1.62884489850638,-3.09265284652184,0.00318759055526405,0.480803566284839
"LMO4",3.16228907063699,-2.94588379864468,-7.70547449248306,0.00325996063721491,0.480803566284839
"GPR27",-0.77276277339414,6.06706160070215,67.0451747918124,0.00330468120181554,0.480803566284839
"SQRDL",3.61592847916446,2.36898042152324,5.16575929742322,0.00330624581672948,0.480803566284839
"SRPR",6.58962760836007,1.36755742193961,2.58033328615659,0.00335565497139187,0.480803566284839
"MAFK",4.6701050157449,2.12251969941638,4.35453811154657,0.00340630170133539,0.480803566284839
"ADAMTS14",3.55548520494959,-3.26147300118726,-9.58961570139654,0.00342697567577781,0.480803566284839
"MBOAT7",5.45271242051304,2.48728952225299,5.60723495192833,0.0034865497289504,0.480803566284839
"HLX",2.24578592272562,4.23412247152378,18.8190575015329,0.00360291189007042,0.480803566284839
"CDK14",1.88195134767039,3.73516412417433,13.3166946058073,0.00363339380213451,0.480803566284839
"HK3",2.56542546030437,-2.70922431198769,-6.53969934930892,0.003662247644646,0.480803566284839
"IL15RA",1.56185617364236,3.62395289699366,12.3287352023913,0.00370153607954492,0.480803566284839
"DAG1",4.45289759313327,-2.54851227641192,-5.85030676901845,0.0037378574300996,0.480803566284839
"EPB41L5",1.77202408702603,-2.69230791411721,-6.46346556985264,0.00374502821391159,0.480803566284839
"GPR63",-2.45179564645471,-5.57772568703438,-47.7598263841341,0.00374738285170581,0.480803566284839
"PRAM1",4.35951385400145,2.96810414016482,7.82507261584653,0.00376385223293788,0.480803566284839
"ANKRD36BP2",1.89680659434377,-3.58392363876587,-11.9913620995576,0.00381624056863023,0.480803566284839
"ELMSAN1",6.74866723206182,2.12653031648503,4.36666034246219,0.00384697089302086,0.480803566284839
"HYAL3",3.8151326003277,-2.59623900484758,-6.04708142327488,0.00391288618067506,0.480803566284839
"IER3",3.71668617174268,3.79278718286744,13.8593451097753,0.00393412544405997,0.480803566284839
"CYP1B1",0.425042100624995,3.89603163768095,14.8875209965926,0.00393840071582754,0.480803566284839
"ZNF14",2.85255894533337,2.32866078305817,5.02338825015517,0.00408965639342817,0.480803566284839
"PLAU",2.24157326652141,4.64500320711893,25.019884199392,0.00425452854566161,0.480803566284839
"FAM20C",1.21161357749396,3.35234792028169,10.2130928427533,0.00425641128456188,0.480803566284839
"SEMA6C",2.06815020586263,-3.65803672630506,-12.6234708018977,0.00430185504314502,0.480803566284839
"SLC17A9",4.75544416086428,2.72339576275031,6.60425471089885,0.00430679912575629,0.480803566284839
"PCDH20",-1.97383308657842,-6.54739571645125,-93.5324917118586,0.00432709029146959,0.480803566284839
"LINC00989",-0.424964969723793,-6.35822441876788,-82.0382276296249,0.00439609251617912,0.480803566284839
"CXXC1P1",-2.43044759200719,-5.57939043116975,-47.8149688632142,0.00444680350448692,0.480803566284839
"LENG8",8.26881499626784,1.15969828605828,2.23410700364399,0.00445860271018121,0.480803566284839
"ALCAM",2.44203894081652,4.35628482872042,20.4820019476412,0.00452555382145585,0.480803566284839
"SPON2",2.24394899785948,2.61808525667039,6.13934718058812,0.00461414798146063,0.480803566284839
"SYCP1",-2.63342094850813,-6.23315538862517,-75.2257869404734,0.00462656445940074,0.480803566284839
"TBC1D29",-2.86561782535461,5.56376198523437,47.2997936718864,0.00463832319606262,0.480803566284839
"PROS1",2.10064412965026,-6.48994909464257,-89.8813005381299,0.00465722069947666,0.480803566284839
"SCD",3.50973382724547,-1.99184050680077,-3.97744093529638,0.00466215261778964,0.480803566284839
"SLC45A3",2.21082492672737,2.58599879127777,6.00431135950878,0.00468878688560185,0.480803566284839
"EPHX2",-0.00228980436873782,-5.19087430405673,-36.5265680833657,0.00470222003349244,0.480803566284839
"ARHGAP21",5.20684065134539,-3.03601228104046,-8.20220772466725,0.00473279136178149,0.480803566284839
"MORC4",-0.479864252394092,-4.28153454028094,-19.4477930364953,0.00474769209801502,0.480803566284839
"OSGIN2",3.96696646803449,1.96003525446605,3.89071486407255,0.00480385916733971,0.480803566284839
"EAF1",5.56672856779496,1.65469705379028,3.14857068011259,0.00481393801147347,0.480803566284839
"RBPMS2",3.24318442860827,-4.17857418338305,-18.108236933844,0.00483196196002624,0.480803566284839
"ANPEP",5.46192251851454,3.52471449724689,11.5091907984637,0.00492077694238696,0.480803566284839
"LINC01268",0.0760565183937988,6.41946905501886,85.5958564636947,0.00492570835930283,0.480803566284839
"HERC2P2",6.13619981837569,-2.18962109629795,-4.56185659820771,0.00493204673207967,0.480803566284839
"RNF125",4.32523141692718,2.97788135537488,7.87828362075805,0.0049854388600957,0.480803566284839
"CNRIP1",3.34647178079701,-3.92464822174382,-15.1857706749128,0.00501393780662764,0.480803566284839
"GAA",3.24561400660436,1.67495279149905,3.19308905805409,0.0050175894058179,0.480803566284839
"FCRL5",0.339558456799231,-3.96805106785957,-15.6495695216613,0.00506120789419146,0.480803566284839
"RUNX2",2.55923456026743,4.94879045905164,30.8840587854964,0.00506311810865429,0.480803566284839
"GAPT",1.88770524680198,3.46682287249351,11.0565001023201,0.00507529438941537,0.480803566284839
"NCKAP1",1.8424392044879,-4.96856816386499,-31.3103594053136,0.00508525666985229,0.480803566284839
"SBNO2",5.79515576470994,1.41405672285853,2.66485442297706,0.00509369287150185,0.480803566284839
"PLEKHG1",2.40248563375652,-2.6617796994376,-6.328132025425,0.00510377140799771,0.480803566284839
"TBC1D4",2.30575286759763,-4.20526000847886,-18.446305718884,0.00513146233840264,0.480803566284839
"SLC30A1",3.0157832989052,2.78004457078862,6.86873569174457,0.00527035578182262,0.490364221518531
"SERPING1",4.76596473504955,-2.31501576042096,-4.97610097327378,0.00534395744953203,0.49178765819356
"KCNAB2",6.4693030285446,2.62899588401871,6.18595305121193,0.00535957989012147,0.49178765819356
"GJB5",-2.51303275818468,-5.45623901975027,-43.9027382565808,0.00542218673089382,0.494124619551659
"TPSAB1",-0.344600482460258,7.04724363568878,132.260975361603,0.00554353986382602,0.49872873999518
"IL18",2.29487883599971,4.32831181139965,20.0886931845721,0.00556197679988481,0.49872873999518
"UNC119B",5.02208181538423,1.64456714507349,3.12654036907833,0.00561485271692138,0.49872873999518
"RLTPR",3.78726486436994,2.52422521799732,5.75264410207812,0.00562264644864915,0.49872873999518
"TGIF1",3.75426901142933,3.09655019672188,8.55370941285661,0.00579470914769285,0.510586789470552
"FBRSL1",5.93215838822946,1.7695743744186,3.40953353410037,0.00589711840365817,0.516191844478105
"ARID5B",3.40834303870922,2.19288486988268,4.57218845678245,0.00608220190854087,0.52473800546583
"LY6G5B",3.9502180871834,1.59803955956424,3.02731659563978,0.00610213684510639,0.52473800546583
"PCYT1B",0.468193588266236,-5.05073759653802,-33.1454192569084,0.0061130695864114,0.52473800546583
"FTL",9.68830650528401,1.48653431105507,2.80215024334124,0.00637227585278896,0.531584319640244
"PPP1R14A",0.439856657105773,-5.82980218089079,-56.878132058009,0.00637268021072261,0.531584319640244
"HFM1",-2.38916469904043,-5.70934623887074,-52.3220165126033,0.00637506239834567,0.531584319640244
"BAHCC1",6.4887975952446,2.20256391992241,4.60296642704722,0.00637914134154006,0.531584319640244
"MSRB3",3.81064915874511,2.30934638749539,4.95658471195764,0.00640647562916667,0.531584319640244
"PDZD2",1.55376532009997,-2.47209158010026,-5.54847607422043,0.00657541021860237,0.531584319640244
"HECTD2",1.73832389935097,-2.97974676879457,-7.88847687771385,0.00660666694043796,0.531584319640244
"COL2A1",-0.0214048330551897,-5.76720434089338,-54.4629921885375,0.00667199023500285,0.531584319640244
"TCP11L1",2.67329850603319,1.76932927457906,3.40895433675385,0.00673452743121755,0.531584319640244
"DNAAF3",1.08427001312807,-2.86506936138643,-7.285708940076,0.00674903955481516,0.531584319640244
"CASP2",6.45176954301652,1.83450879982188,3.5664995704971,0.00675808096567379,0.531584319640244
"PRRG4",0.504377570401239,3.68384768115473,12.8513470392543,0.00681127136489694,0.531584319640244
"TPST2",5.0463030535491,-2.35824396361655,-5.12745869040587,0.00682290125419126,0.531584319640244
"ZNF711",4.72726806857963,-2.97440050032926,-7.85929824508392,0.0068448241951441,0.531584319640244
"HLA-DMA",4.99842568529608,1.93126172103956,3.81388600003736,0.0068634278180363,0.531584319640244
"BACE2",2.77808626581797,-3.73450433957289,-13.3106059030498,0.00688218388995024,0.531584319640244
"PARD3B",-0.464077632749291,-7.59611659740635,-193.490187907708,0.00695269256685838,0.531584319640244
"ZNF385A",5.23350247575059,-1.84497266186303,-3.5924614160728,0.0069849662249814,0.531584319640244
"EXOC8",4.77619474714738,2.80052546465487,6.9669415740346,0.00700629965305204,0.531584319640244
"S100A9",6.10306912389764,-3.01119430178265,-8.06231584071098,0.00703294213533378,0.531584319640244
"F13A1",4.44482300472859,-5.57495505124431,-47.6681936416262,0.00704968314681552,0.531584319640244
"SLC12A4",4.57836247668758,1.71058080331497,3.27292559056122,0.00707530956756498,0.531584319640244
"SERTAD2",6.76991677827058,2.02489989042692,4.06963636382559,0.00714335681874104,0.531584319640244
"MEGF6",4.06327356031943,2.77431301627918,6.84150163776595,0.00717397730404161,0.531584319640244
"HES1",0.313542517339854,-3.12720503477444,-8.73740603154857,0.0072716845336433,0.531584319640244
"NUP62CL",-0.971488145970628,-6.24274223333832,-75.7273339628297,0.0073276630398236,0.531584319640244
"ABCA2",5.18279783255525,1.48771650869976,2.80444736987675,0.0073840137941112,0.531584319640244
"ITGB3",4.02888673165013,-6.23813183911957,-75.4857197700608,0.00739465409820674,0.531584319640244
"LHFP",2.79147027087719,-3.53167862353207,-11.5648818625287,0.00741948114423102,0.531584319640244
"DUXAP8",-2.5101110692865,-6.48092205697617,-89.320663136457,0.0074673230237156,0.531584319640244
"UBXN11",4.18651544999772,1.25776452694647,2.39124926801203,0.00746841722477817,0.531584319640244
"CTSH",2.91229730606207,-3.14178173864728,-8.82613453777983,0.00752828667796709,0.531584319640244
"RAB44",3.05136694804661,4.00557856354772,16.0619880188477,0.00753414610390807,0.531584319640244
"MED12L",5.75971431936156,-2.69940416695796,-6.49533604308068,0.00755258287606904,0.531584319640244
"LAIR1",4.37504231872667,2.55117682252231,5.86112181715105,0.00759120787160063,0.531584319640244
"CSF3R",6.17861639481782,2.73317580859227,6.64917712028323,0.00770503622065613,0.531739574137757
"ING5",5.28491813934085,-1.42340547228337,-2.68217890890394,0.00770812660527675,0.531739574137757
"GCC1",4.2564034999984,1.42924541283009,2.69305820821352,0.0077244592796528,0.531739574137757
"H3F3B",10.2430980122529,1.82037593114895,3.53173214855143,0.00775328653759676,0.531739574137757
"KCNK6",2.00167544345765,-4.17490876684816,-18.0622882177635,0.00792374901538971,0.537907685697048
"LRP6",0.742357873716903,-3.77163180509331,-13.6575973854639,0.0080067866217685,0.537907685697048
"TMEM259",7.43401082452101,1.11056280489878,2.15929866544869,0.0080936559358266,0.537907685697048
"PARP8",4.14262388911298,2.91156192680816,7.52432375831995,0.00810607415143887,0.537907685697048
"NXN",-0.336220649852033,-5.14670588511976,-35.4252440034685,0.00819635159109005,0.537907685697048
"TLR2",3.97623241657368,1.97007526074566,3.91788556846648,0.00822661000291108,0.537907685697048
"ST3GAL6",1.36556370137983,3.02967928376187,8.16628141045976,0.00826758774115464,0.537907685697048
"DOK6",0.245288048747928,-7.49384948449162,-180.249254767091,0.00829414903205691,0.537907685697048
"FCRL2",-0.0312570712063117,-3.78870929043589,-13.8202258798976,0.00829582294567805,0.537907685697048
"SLC22A23",4.20775793683559,-2.72324338822039,-6.60355721971906,0.00832721806811025,0.537907685697048
"CMPK2",4.39283888279607,1.9376287477948,3.83075496859981,0.00836818860322145,0.537907685697048
"OBSCN",3.87583691539546,-2.03025295910889,-4.08476465407105,0.00840898058533858,0.537907685697048
"ULK2",3.97578150800316,-2.02378605444641,-4.06649560440612,0.00842300660476097,0.537907685697048
"MEDAG",-2.39729052959455,4.8653530558013,29.1485670288273,0.00844572753415464,0.537907685697048
"PSTPIP2",6.17371969663751,-1.72195887176846,-3.29884015003621,0.00844965849760864,0.537907685697048
"SLC13A3",-1.76974289414457,-6.45916821505893,-87.9839346512327,0.00859367857421667,0.544470921095013
"IBTK",5.32438401004148,-1.29041469641434,-2.44598354167409,0.00869665919730641,0.548384126161904
"EXOC4",4.64662720617175,-1.2154891853121,-2.32219509920971,0.00876260904585471,0.548731085098187
"RNF220",6.29077223693637,1.38981541716616,2.62045151765397,0.00882856052738185,0.548731085098187
"PDE4B",4.07227044083991,3.14958034461567,8.87397411334319,0.00885343998999609,0.548731085098187
"LGMN",2.96341057949747,-2.91426999768737,-7.53846086812954,0.00886713140143632,0.548731085098187
"RIPK2",5.37680099567716,1.44040804225143,2.7139761492822,0.00907099551218915,0.556811496879393
"FNDC3B",4.43718751857673,2.15118458369271,4.44192361415196,0.00910901923449272,0.556811496879393
"S100A8",5.38890840398879,-2.92554587889154,-7.59761116548549,0.00916641864428202,0.556811496879393
"RGS1",3.36897511798221,2.67471633251271,6.38513150166986,0.00923058264735607,0.556811496879393
"SLC24A4",1.70681025192622,-1.95747583925684,-3.88381865470407,0.00923310664278846,0.556811496879393
"ANXA5",4.29361549628532,-3.08405631416697,-8.4799532672653,0.00927042977779403,0.556811496879393
"VAT1",5.80978313260486,1.60951095191108,3.05148384355593,0.00936519732381435,0.556811496879393
"CMAHP",4.1771473087107,2.52343346864071,5.74948792383378,0.00937383021137878,0.556811496879393
"HEXB",3.86569486989062,1.88805265378542,3.70135279730387,0.00941293743613103,0.556811496879393
"CLEC11A",7.321430239386,-2.33379483214338,-5.04129658489469,0.00945173299175112,0.556811496879393
"CR1",1.50504414678604,-2.42144920903605,-5.35708879415528,0.00945805323523057,0.556811496879393
"PTK2",2.75451742046224,-3.45201577407542,-10.9436020852397,0.00974663603084249,0.566220848245755
"BNIP3",3.11905160951651,-2.88796371985119,-7.40224927402549,0.00986512873166117,0.566220848245755
"TMEM263",3.66776173124556,-2.27610713168165,-4.84369200544064,0.00986680127135916,0.566220848245755
"PKP2",-0.197518868096698,-5.6321331960351,-49.5953582345015,0.00987773173965164,0.566220848245755
"PRDM5",-1.34849422185818,-4.8578766301627,-28.997902207725,0.00989618869360392,0.566220848245755
"MAD2L1BP",3.75861123988845,1.90422824135791,3.74308611887755,0.0099293074290439,0.566220848245755
"CCNA1",-0.316476458597078,7.28195598464548,155.62780010795,0.00993077195211619,0.566220848245755
"CTSE",1.39541576497235,5.66616539718579,50.779187189789,0.00995833735358937,0.566220848245755
"MFSD10",6.53052231264364,1.15610713240024,2.22855278452846,0.010019249453794,0.567260059500974
"RPLP1",10.2127715131937,1.07513840882346,2.10692419564525,0.0101863670048107,0.569857468498039
"MIR155HG",1.29024883282135,2.16410137266161,4.48187176969692,0.0102478219959764,0.569857468498039
"DMXL2",5.09046317283088,2.1014989485048,4.2915504208278,0.0102553671846528,0.569857468498039
"SPRY2",3.97798640272959,2.09990434648953,4.28680961683822,0.010294804733605,0.569857468498039
"ATP8A1",4.81140117008861,-1.66604105334971,-3.17342567452392,0.0103084382121779,0.569857468498039
"PRKAB2",5.28344036103707,1.2335013275821,2.35136960124787,0.0103306420105988,0.569857468498039
"LINC00623",1.22267279277474,2.40439119558777,5.29412109835226,0.0103649385476532,0.569857468498039
"DYSF",4.08887338828439,1.84460622197547,3.59154905833202,0.0105414623120381,0.570168722468597
"CDC14B",-0.027381398484742,-3.87431229524791,-14.6650724691889,0.0106732030376343,0.570168722468597
"FNBP1L",3.64019576569177,-2.20163753261827,-4.60001170634448,0.0107158758679633,0.570168722468597
"ATP13A3",5.75563507709214,1.70657691691303,3.26385488991499,0.0107400205167092,0.570168722468597
"PANX2",1.31681681114517,5.29715939693917,39.3191273292592,0.0109696665235906,0.570168722468597
"RBFOX2",1.200798514025,-4.14053695249112,-17.6370449132996,0.011018757864309,0.570168722468597
"AGAP1",1.19265957223184,-4.8146489553711,-28.1419219464504,0.0110750432376279,0.570168722468597
"PLEKHG3",2.72109767078364,-4.79404255852058,-27.7428204146958,0.0111304082677946,0.570168722468597
"EXOC3L2",2.27332357113161,-5.51095372395861,-45.599740967104,0.0111448551726203,0.570168722468597
"FKBP9",1.19950048832372,-3.49931672273146,-11.3083514628086,0.0111607125056657,0.570168722468597
"DUSP6",4.23212488419978,2.66792791159783,6.35515763912699,0.011180573488841,0.570168722468597
"SGPP1",1.96355750281971,-2.73754245996869,-6.66933288570919,0.0112282857745654,0.570168722468597
"ADPRHL1",-0.154342173679858,-4.06433037806578,-16.729592251734,0.0112526549667594,0.570168722468597
"RBM41",3.60353589290539,-1.81840098862179,-3.52690077678686,0.0112539612519711,0.570168722468597
"ATP13A2",5.36486187142363,-1.67985350141915,-3.20395414806454,0.0113037855529899,0.570168722468597
"PIK3R1",6.57788092709367,2.05339526425757,4.15081681594717,0.0113423043064626,0.570168722468597
"VNN2",0.601934289815223,-2.60296023092508,-6.0753192857789,0.0113755063559388,0.570168722468597
"LRRK2",1.57459086448505,-3.14063238155629,-8.81910578934554,0.0114446408557006,0.570168722468597
"LIF",0.107368534092296,5.77983801417991,54.9420186950267,0.0114489604488503,0.570168722468597
"ZBTB39",4.16074458877124,1.43808409219403,2.70960788871647,0.0114845247095203,0.570168722468597
"CRLF2",-1.11017790314841,6.50866531211673,91.0549354196505,0.0115241255624449,0.570168722468597
"SYNGAP1",4.68197783224963,-1.45353253983643,-2.73877840074435,0.0115872487397753,0.570168722468597
"TFEC",2.56145169825665,4.59760121334788,24.2111753615949,0.011593342762114,0.570168722468597
"LCAT",1.8910195009568,1.65614698284129,3.15173662910737,0.0115950568190353,0.570168722468597
"AGRN",3.23417156944847,3.15785071193412,8.92499098522483,0.0116451269976754,0.570168722468597
"RGS2",3.97286093759512,2.12480281385825,4.36143477329811,0.0116840590007908,0.570168722468597
"EIF4E3",2.84748924874691,2.75109361236141,6.73227268206028,0.0116999716244103,0.570168722468597
"ADCY3",3.59235228200535,2.01185669281474,4.03300918889431,0.011753430949959,0.570168722468597
"GNB3",1.16538362086889,-2.44715387383678,-5.45339204172649,0.0117928305172522,0.570168722468597
"NCOA7",4.81180152275516,1.36913067436862,2.58314866275491,0.0118429337787152,0.570168722468597
"GP1BA",3.84766830818186,-4.25390971990256,-19.0789480090676,0.0119296014604901,0.570168722468597
"SYTL1",4.99131304140063,1.48927191828022,2.80747255292647,0.0119577008903869,0.570168722468597
"BCL3",4.91786580776905,2.44074069852774,5.42920401880794,0.0119668260320352,0.570168722468597
"ZNF805",3.69722827600772,1.63704564829036,3.11028255437312,0.0120614945241275,0.570168722468597
"LOC100130872",0.426194778480869,2.40312528324361,5.28947773742965,0.0120673460829557,0.570168722468597
"CCDC50",4.12537391900168,-2.67746279089431,-6.39729845320485,0.0120814070719735,0.570168722468597
"NR2F6",3.34343972017862,-1.56582597785697,-2.96046947387756,0.0120875338579673,0.570168722468597
"FCGR3B",-0.721236745896799,-5.04351126076908,-32.9798117966371,0.0121384676516108,0.570168722468597
"RAMP3",-1.53475106210438,-5.5334833896365,-46.3174328748657,0.012143310714157,0.570168722468597
"SLC18A2",4.52362639811218,-2.08983381608953,-4.25699033924019,0.0121961397628341,0.570168722468597
"PLP2",5.83934339814565,1.6477674399292,3.13348359467518,0.0122031968394239,0.570168722468597
"NXF3",1.52970328776342,-6.08331152162197,-67.8046129118653,0.0122767800856706,0.570168722468597
"ANXA1",7.01863910796669,3.43397077075184,10.807573710776,0.0123155033158074,0.570168722468597
