"geneSymbol","DS_01_58500","DS_02_48905","DS_03_52613","M7_01_817151","M7_02_818438","M7_03_817389"
"RGS20",9,12,5,12,34,6
"RGS21",0,0,0,0,0,0
"RGS22",0,0,0,0,1,111
"RGS3",700,531,145,121,688,1274
"RGS4",0,0,0,0,0,1
"RGS5",37,38,24,18,65,30
"RGS6",4,4,48,149,818,0
"RGS7",0,0,0,0,0,0
"RGS7BP",0,0,0,0,0,0
"RGS8",0,0,0,0,0,0
"RGS9",8,76,7,12,13,3
"RGS9BP",9,4,10,2,19,61
"RGSL1",0,0,0,1,0,1
"RHAG",817,1221,7373,6617,13827,51226
"RHBDD1",338,217,361,375,626,331
"RHBDD2",1306,1665,962,458,351,303
"RHBDD3",339,239,546,242,676,392
"RHBDF1",31,3169,46,49,7,2
"RHBDF2",668,2521,116,587,923,941
"RHBDL1",73,48,40,41,47,43
"RHBDL2",3,4,0,4,3,8
"RHBDL3",3,46,42,34,23,2
"RHBG",0,0,0,2,0,0
"RHCE",313,196,3019,943,274,4
"RHCG",0,0,1,0,1,0
"RHD",371,76,1172,341,132,50
"RHEB",650,572,1230,1284,926,907
"RHEBL1",42,17,223,33,122,59
"RHNO1",260,297,399,441,656,415
"RHO",0,0,0,0,1,0
"RHOA",9282,10849,5926,11203,12881,9726
"RHOB",708,1119,8848,2732,15923,5520
"RHOBTB1",340,144,69,112,2,79
"RHOBTB2",283,154,210,154,518,349
"RHOBTB3",1997,168,26,3270,901,1892
"RHOC",97,1099,99,579,4528,952
"RHOD",1,0,2,0,0,0
"RHOF",22,65,30,54,56,102
"RHOG",3517,4233,1176,4284,1312,726
"RHOH",1431,1168,797,1495,310,128
"RHOJ",1,0,4,3,0,417
"RHOQ",828,1127,156,376,416,476
"RHOT1",928,1211,561,1192,1196,1057
"RHOT2",2781,2509,2202,1569,2503,2328
"RHOU",161,46,44,98,29,35
"RHOV",2,8,32,3,4,11
"RHOXF1",15,0,0,5,5,15
"RHOXF1-AS1",6,8,1,3,7,4
"RHOXF1P1",0,1,43,1,1,0
"RHOXF2",0,0,0,0,0,0
"RHOXF2B",0,0,0,0,0,0
"RHPN1",72,2629,352,258,33,21
"RHPN1-AS1",5,48,11,1,4,0
"RHPN2",4,1,5,43,36,2
"RIBC1",10,23,23,7,18,18
"RIBC2",15,3,72,26,27,25
"RIC1",1699,1534,700,2556,1104,1066
"RIC3",22,4,12,41,17,34
"RIC8A",1045,1626,1388,1134,1845,1728
"RIC8B",80,73,88,58,261,390
"RICTOR",3098,5205,1273,6587,1436,2297
"RIF1",2609,1637,1514,2918,1519,1756
"RIIAD1",0,0,0,0,0,0
"RILP",517,515,1389,897,935,320
"RILPL1",14,9,13,17,23,15
"RILPL2",1208,3072,549,1396,1943,864
"RIMBP2",0,0,0,5,0,9
"RIMBP3",9,1,5,3,15,4
"RIMBP3B",0,0,0,0,0,0
"RIMBP3C",0,0,0,0,0,0
"RIMKLA",8,3,2,3,11,59
"RIMKLB",904,2072,1611,1268,765,850
"RIMS1",0,0,0,2,0,0
"RIMS2",0,0,1,0,0,2
"RIMS3",104,43,38,1238,181,285
"RIMS4",0,0,1,2,0,0
"RIN1",43,252,259,69,131,311
"RIN2",38,48,44,24,26,60
"RIN3",2691,6370,1100,2140,3882,2630
"RING1",828,1123,1028,988,1387,1409
"RINL",116,171,93,85,434,240
"RINT1",703,552,553,935,360,381
"RIOK1",946,420,780,735,727,641
"RIOK2",726,353,224,576,380,346
"RIOK3",2935,4819,4687,6426,2327,2564
"RIPK1",1593,751,444,1002,927,1148
"RIPK2",1838,2146,1621,1368,711,737
"RIPK3",155,393,50,183,128,47
"RIPK4",2,241,1,2,1,34
"RIPPLY1",0,0,0,0,0,0
"RIPPLY2",0,0,0,0,0,0
"RIPPLY3",6,1,1,0,0,10
"RIT1",2418,3036,1628,1086,1059,868
"RIT2",0,0,0,0,0,0
"RITA1",155,133,125,167,378,353
"RLBP1",0,2,0,2,1,1
"RLF",1077,1261,1258,3367,597,1992
"RLIM",3140,3358,1984,3820,705,1250
"RLN1",2,0,1,0,5,8
"RLN2",1,0,5,0,18,21
"RLN3",9,4,0,0,11,2
"RLTPR",1133,1587,392,439,192,103
"RMDN1",634,662,305,532,1147,513
"RMDN2",35,21,18,132,129,75
"RMDN2-AS1",0,0,0,0,0,0
"RMDN3",801,506,1409,892,1201,1043
"RMI1",146,75,112,113,167,206
"RMI2",169,83,88,119,462,103
"RMND1",158,176,103,196,424,297
"RMND5A",2942,1665,2117,3102,1513,2063
"RMND5B",174,180,648,416,742,45
"RMRP",7,6,17,11,12,12
"RMST",0,0,1,0,0,0
"RN7SK",43,38,185,72,104,148
"RN7SL1",48,56,331,46,184,155
"RN7SL2",28,32,109,42,181,134
"RNA18S5",1,1,5,9,25,13
"RNA28S5",1,0,12,34,46,119
"RNA45S5",7,11,28,34,85,89
"RNA5-8S5",0,0,0,0,0,0
"RNA5S1",0,0,0,0,0,0
"RNA5S10",0,0,0,0,0,0
"RNA5S11",0,0,0,0,0,0
"RNA5S12",0,0,0,0,0,0
"RNA5S13",0,0,0,0,0,0
"RNA5S14",0,0,0,0,0,0
"RNA5S15",0,0,0,0,0,0
"RNA5S16",0,0,0,0,0,0
"RNA5S17",0,0,0,0,0,0
"RNA5S2",0,0,0,0,0,0
"RNA5S3",0,0,0,0,0,0
"RNA5S4",0,0,0,0,0,0
"RNA5S5",0,0,0,0,0,0
"RNA5S6",0,0,0,0,0,0
"RNA5S7",0,0,0,0,0,0
"RNA5S8",0,0,0,0,0,0
"RNA5S9",0,0,0,0,0,0
"RNASE1",35,38,181,1296,299,764
"RNASE10",0,0,1,0,0,0
"RNASE11",0,0,0,0,0,0
"RNASE12",0,1,0,0,0,0
"RNASE13",3,6,0,0,0,0
"RNASE2",241,99,1706,984,43,89
"RNASE3",60,43,838,782,13,49
"RNASE4",4,0,8,5,7,7
"RNASE6",134,4,21,192,82,18
"RNASE7",1,5,0,1,0,0
"RNASE8",2,0,0,0,0,0
"RNASE9",0,0,0,0,0,0
"RNASEH1",544,395,380,605,453,498
"RNASEH1-AS1",40,29,19,26,119,107
"RNASEH2A",216,127,850,498,1304,596
"RNASEH2B",1697,1096,902,1303,1492,1112
"RNASEH2B-AS1",15,15,17,6,9,24
"RNASEH2C",402,409,895,555,1130,1089
"RNASEK",109,106,135,76,64,98
"RNASEK-C17orf49",2,0,0,0,3,4
"RNASEL",107,87,57,43,384,358
"RNASET2",3663,869,1341,1914,671,1081
"RND1",15,10,71,18,12,59
"RND2",4,3,2,2,4,10
"RND3",11,10,12,2,0,360
"RNF10",4882,6391,6448,11892,2987,5430
"RNF103",1498,1939,3497,3323,955,1206
"RNF103-CHMP3",11,4,82,11,21,11
"RNF11",1955,2806,2847,3108,2000,3253
"RNF111",607,908,185,820,440,692
"RNF112",2,1,2,11,2,0
"RNF113A",379,397,414,467,369,318
"RNF113B",0,0,0,0,0,0
"RNF114",2155,1730,1033,1971,1586,1292
"RNF115",808,741,519,606,563,420
"RNF121",386,328,226,249,328,439
"RNF122",301,606,264,348,225,555
"RNF123",1651,1056,3584,1880,1331,1694
"RNF125",2502,2487,540,629,123,221
"RNF126",1404,1336,1016,1160,947,740
"RNF126P1",0,0,0,0,2,1
"RNF128",0,0,0,0,0,0
"RNF13",392,586,74,367,513,269
"RNF130",6277,3717,1075,1597,3629,6721
"RNF133",0,0,0,0,0,2
"RNF135",463,587,250,347,624,411
"RNF138",2159,1969,1796,3256,1153,1335
"RNF138P1",13,7,12,16,8,13
"RNF139",2885,2039,1500,2509,1865,733
"RNF139-AS1",65,57,162,87,214,213
"RNF14",265,270,159,600,450,538
"RNF141",619,747,363,540,922,710
"RNF144A",2079,1826,658,170,182,63
"RNF144A-AS1",38,4,15,3,3,3
"RNF144B",661,323,163,131,419,149
"RNF145",934,886,1124,1969,870,532
"RNF146",478,261,72,243,388,501
"RNF148",0,0,0,0,0,1
"RNF149",942,1383,332,909,519,541
"RNF150",3,5,3,13,18,12
"RNF151",0,0,0,0,2,3
"RNF152",4,9,11,24,11,0
"RNF157",64,2,9,15,51,578
"RNF157-AS1",5,0,0,1,4,19
"RNF165",0,11,1,3,8,1
"RNF166",1653,2718,997,1630,1424,1001
"RNF167",1051,1142,1325,1387,3609,2415
"RNF168",1756,1497,702,771,465,920
"RNF169",1214,831,455,1274,756,927
"RNF17",0,1,2,0,1,1
"RNF170",243,164,37,76,479,464
"RNF175",101,41,87,31,4,12
"RNF180",0,1,0,53,29,1
"RNF181",685,895,589,785,983,868
"RNF182",25,103,54,564,264,6
"RNF183",2,1,1,2,1,8
"RNF185",270,359,83,205,323,230
"RNF186",0,0,0,0,0,0
"RNF187",1362,1789,3101,2511,2747,1276
"RNF19A",2542,2193,2290,3331,959,3740
"RNF19B",1281,1416,2152,1516,367,862
"RNF2",324,609,185,669,513,380
"RNF20",591,476,292,656,1240,766
"RNF207",11,21,9,27,27,21
"RNF208",8,22,48,11,20,10
"RNF212",4,40,0,4,2,2
"RNF212B",7,2,2,6,10,10
"RNF213",3353,3996,1296,2766,2160,2402
"RNF214",429,469,301,339,633,795
"RNF215",111,199,132,79,182,75
"RNF216",1659,1820,463,1698,1403,1359
"RNF216-IT1",1,0,0,0,1,2
"RNF216P1",401,220,230,514,334,314
"RNF217",2,549,336,106,10,429
"RNF217-AS1",0,10,1,0,1,18
"RNF219",120,90,41,77,142,352
"RNF219-AS1",0,0,0,0,0,2
"RNF220",2574,4554,3508,1812,2031,1357
"RNF222",8,4,5,3,3,5
"RNF223",3,4,0,3,0,2
"RNF224",12,2,9,6,8,2
"RNF225",0,0,0,1,1,0
"RNF24",1288,1814,314,1124,718,318
"RNF25",258,333,164,184,223,198
"RNF26",866,576,1221,1008,1265,793
"RNF31",1474,1701,552,835,1611,1798
"RNF32",122,108,48,150,95,79
"RNF34",381,373,147,280,521,553
"RNF38",1881,2338,1339,2989,1229,2103
"RNF39",43,38,13,41,72,60
"RNF4",1683,1326,985,2826,1127,1186
"RNF40",2791,3100,3233,3865,2413,2664
"RNF41",709,1170,345,1516,852,814
"RNF43",121,42,42,31,11,5
"RNF44",3313,2494,1553,2796,2437,1852
"RNF5",443,492,790,465,1093,655
"RNF5P1",59,12,17,37,29,64
"RNF6",1754,1423,631,1155,688,986
"RNF7",1039,1346,491,912,682,836
"RNF8",242,304,218,293,703,391
"RNFT1",450,393,177,410,310,506
"RNFT2",83,0,1,22,118,18
"RNGTT",316,287,238,790,430,431
"RNH1",1475,1328,2193,1929,2930,1454
"RNLS",45,17,20,32,5,36
"RNMT",1772,1259,789,2700,829,1789
"RNMTL1",370,311,257,300,297,232
"RNPC3",1062,765,167,481,479,702
"RNPEP",903,839,492,974,686,1570
"RNPEPL1",2004,1904,2074,1891,2201,1839
"RNPS1",3773,2959,3970,5175,3675,2464
"RNU1-1",0,0,0,0,0,0
"RNU1-13P",0,1,2,1,1,4
"RNU1-2",0,0,0,0,0,0
"RNU1-27P",0,0,0,0,0,0
"RNU1-28P",0,0,0,0,0,0
"RNU1-3",0,0,0,0,0,0
"RNU1-4",0,0,0,0,0,0
"RNU105B",0,0,0,0,0,0
"RNU105C",0,0,0,0,0,0
"RNU11",0,0,14,6,5,20
"RNU12",3,0,20,9,3,12
"RNU2-1",0,0,0,0,0,0
"RNU2-2P",6,13,152,24,12,32
"RNU4-1",0,2,2,0,0,6
"RNU4-2",1,2,19,0,1,12
"RNU4ATAC",1,4,13,8,10,25
"RNU5A-1",2,1,40,15,7,28
"RNU5B-1",0,0,3,0,0,1
"RNU5D-1",4,0,19,9,10,17
"RNU5E-1",0,0,3,1,2,4
"RNU5F-1",0,0,4,10,6,11
"RNU6-1",0,0,0,0,0,0
"RNU6-10P",0,0,0,0,0,1
"RNU6-14P",0,0,0,0,0,0
"RNU6-15P",0,0,0,0,0,0
"RNU6-16P",0,0,0,0,0,0
"RNU6-19P",0,0,0,0,1,1
"RNU6-2",0,0,0,0,0,0
"RNU6-21P",0,0,0,0,0,0
"RNU6-23P",0,0,0,0,0,0
"RNU6-26P",0,0,1,0,7,0
"RNU6-28P",0,0,0,0,0,0
"RNU6-30P",32,26,21,33,20,52
"RNU6-31P",0,0,0,0,0,3
"RNU6-33P",0,2,0,1,1,0
"RNU6-34P",0,0,0,0,0,0
"RNU6-35P",0,0,0,0,2,2
"RNU6-36P",1,0,0,0,0,0
"RNU6-39P",0,0,0,0,0,0
"RNU6-42P",0,0,0,0,0,0
"RNU6-45P",2,0,0,2,0,0
"RNU6-46P",0,0,0,0,0,0
"RNU6-48P",0,0,0,0,0,0
"RNU6-52P",0,0,0,0,0,0
"RNU6-53P",0,0,0,0,0,0
"RNU6-55P",0,0,0,0,0,0
"RNU6-56P",0,0,0,0,0,0
"RNU6-57P",1,2,3,0,1,0
"RNU6-58P",0,0,0,0,0,0
"RNU6-59P",1,0,0,0,0,1
"RNU6-63P",1,0,0,0,0,0
"RNU6-64P",0,0,1,0,0,0
"RNU6-66P",0,0,0,0,0,0
"RNU6-67P",0,0,0,0,0,0
"RNU6-68P",0,0,0,0,0,0
"RNU6-69P",0,0,0,0,0,0
"RNU6-7",0,0,0,0,0,0
"RNU6-71P",0,0,0,0,0,0
"RNU6-72P",0,0,0,0,0,0
"RNU6-75P",0,0,0,0,0,0
"RNU6-76P",0,0,0,0,0,0
"RNU6-78P",0,0,0,0,0,0
"RNU6-79P",0,0,0,0,0,0
"RNU6-8",0,0,0,0,0,0
"RNU6-81P",0,0,0,0,0,0
"RNU6-82P",0,0,0,0,0,0
"RNU6-83P",0,0,0,0,0,0
"RNU6-9",0,0,0,0,0,0
"RNU6ATAC",1,1,0,0,0,2
"RNU7-1",0,0,0,0,0,0
"RNU86",16,33,71,28,47,58
"RNVU1-1",4,2,0,0,1,5
"RNVU1-14",4,0,58,38,37,37
"RNVU1-15",0,0,3,14,24,27
"RNVU1-17",0,0,2,0,0,0
"RNVU1-18",0,0,0,0,0,0
"RNVU1-19",3,1,0,15,88,0
"RNVU1-20",0,0,0,0,0,0
"RNVU1-3",6,5,7,1,5,22
"RNVU1-4",0,0,0,0,0,0
"RNVU1-6",0,0,11,7,9,28
"RNVU1-7",0,0,16,0,0,1
"RNVU1-8",0,1,4,0,0,2
"RNY1",0,0,0,0,0,0
"RNY3",0,0,0,0,0,0
"RNY4",0,0,0,0,0,0
"RNY5",0,0,2,0,0,0
"ROBO1",3,0,34,907,1997,4
"ROBO2",0,0,0,16,1484,11
"ROBO3",20,904,13,48,177,335
"ROBO4",4,179,9,3,17,112
"ROCK1",2983,4163,1823,4452,1957,2726
"ROCK1P1",0,1,14,21,28,6
"ROCK2",565,695,356,623,2640,1489
"ROGDI",604,460,1281,1027,1224,909
"ROM1",66,73,34,24,54,49
"ROMO1",318,315,376,349,665,436
"ROPN1",0,0,0,0,0,0
"ROPN1B",4,0,0,1,0,1
"ROPN1L",10,48,4,14,58,48
"ROPN1L-AS1",0,0,2,0,0,0
"ROR1",1,0,5,150,3,0
"ROR1-AS1",0,5,0,4,0,0
"ROR2",2,0,2,14,16,9
"RORA",538,99,90,455,100,165
"RORA-AS1",17,15,13,14,12,16
"RORA-AS2",0,0,0,1,0,0
"RORB",0,0,0,1,0,5
"RORB-AS1",0,0,0,0,0,1
"RORC",5,3,0,17,2,0
"ROS1",0,0,0,0,0,0
"RP1",0,0,0,0,0,0
"RP11-87M18.2",0,0,0,0,0,0
"RP1L1",9,10,2,3,0,1
"RP2",1257,1043,521,1253,333,434
"RP9",320,194,217,322,241,204
"RP9P",28,12,23,76,135,59
"RPA1",1860,1021,1728,1608,2593,2064
"RPA2",677,419,765,857,2196,988
"RPA3",208,128,554,302,430,281
"RPA4",4,4,3,5,0,9
"RPAIN",1252,985,522,895,764,962
"RPAP1",549,372,235,461,758,629
"RPAP2",342,388,244,298,229,371
"RPAP3",562,420,254,531,769,642
"RPARP-AS1",200,141,93,95,325,263
"RPE",137,251,139,184,643,406
"RPE65",0,0,0,0,0,0
"RPEL1",0,0,0,0,2,1
"RPF1",993,769,581,1161,808,398
"RPF2",247,252,314,339,485,253
"RPGR",346,286,269,544,195,250
"RPGRIP1",36,20,14,29,19,24
"RPGRIP1L",83,42,43,37,107,187
"RPH3A",0,0,2,9,3,3
"RPH3AL",18,69,15,7,94,92
"RPIA",1298,646,2528,1319,1157,1236
"RPL10",43283,54900,35975,32296,33914,31568
"RPL10A",25402,33052,15802,20885,23978,14942
"RPL10L",0,0,0,0,0,0
"RPL11",34637,42663,20943,28436,24710,18524
"RPL12",19344,26936,13867,18486,17978,8915
"RPL13",44097,54854,29029,28866,35843,26045
"RPL13A",54494,58533,28164,43951,40792,30507
"RPL13AP17",0,0,0,0,0,0
"RPL13AP20",24,29,10,29,22,16
"RPL13AP3",3,4,1,2,2,3
"RPL13AP5",2354,2565,1110,1608,1761,1286
"RPL13AP6",3,4,5,12,6,6
"RPL13P5",5,18,10,6,20,22
"RPL14",19128,22131,13266,19371,16033,9367
"RPL15",25824,25066,13178,21137,22187,17313
"RPL17",150,119,295,116,234,170
"RPL17-C18orf32",0,0,0,0,0,0
"RPL18",22473,24379,14979,18904,16900,14136
"RPL18A",9848,11880,6514,9072,7665,7204
"RPL19",41227,44862,19604,33076,27668,18861
"RPL19P12",4,8,2,8,8,10
"RPL21",7604,8301,5387,7288,5314,4181
"RPL21P28",28,45,36,31,17,31
"RPL21P44",8,9,0,8,4,27
"RPL22",10910,14093,6376,9405,8676,7673
"RPL22L1",1316,604,1576,1410,1843,566
"RPL23",19649,23234,11547,21947,20284,14547
"RPL23A",13016,12472,7327,10195,10764,7112
"RPL23AP32",0,1,0,0,0,6
"RPL23AP53",62,37,66,254,190,127
"RPL23AP64",86,34,40,47,24,24
"RPL23AP7",140,94,23,42,82,42
"RPL23AP82",24,17,16,14,60,31
"RPL23AP87",2,8,1,1,0,4
"RPL23P8",78,85,49,81,112,43
"RPL24",15198,18561,10956,14854,13924,12244
"RPL26",28635,39106,17650,23502,21864,13510
"RPL26L1",133,58,140,155,241,123
"RPL27",18492,18881,10967,17344,13891,10236
"RPL27A",29407,28675,16683,22098,20100,12608
"RPL28",19635,25434,13659,19213,14858,10528
"RPL29",16508,19732,11378,14604,15345,10538
"RPL29P2",0,0,0,0,0,3
"RPL3",79764,110129,47267,59516,68349,41426
"RPL30",28152,32561,15679,20798,15736,13228
"RPL31",26828,34434,16421,21284,20016,13941
"RPL31P11",1,1,0,0,0,3
"RPL32",28280,34410,18888,25424,23491,16353
"RPL32P3",188,237,53,159,218,367
"RPL34",22600,26465,11763,13231,15067,9084
"RPL34-AS1",6,0,4,3,9,4
"RPL35",11310,12865,9584,9951,9654,7841
"RPL35A",16174,19913,10909,12933,11389,9764
"RPL36",10124,14633,8690,9552,9733,6387
"RPL36A",333,269,302,161,279,247
"RPL36A-HNRNPH2",0,0,0,0,0,0
"RPL36AL",2575,2946,2446,3495,3537,2083
"RPL37",26742,30855,15017,22543,19895,14257
"RPL37A",22621,32376,15355,21833,19795,17086
"RPL38",9382,11418,6238,8592,7955,5652
"RPL39",4635,5158,2514,3383,2841,2761
"RPL39L",10,7,6,128,59,8
"RPL3L",0,16,7,4,8,24
"RPL4",55783,58397,32078,54868,56624,33507
"RPL41",3858,4674,4497,3829,4292,4075
"RPL5",40297,46915,21566,34218,30176,23397
"RPL6",25272,23211,11904,21187,22459,15959
"RPL7",19086,24315,11976,16854,14937,10767
"RPL7A",41082,47696,28518,38461,32024,22773
"RPL7L1",441,434,142,655,707,865
"RPL8",30502,31565,26752,30365,25592,18456
"RPL9",10480,18962,6789,12530,7058,5611
"RPLP0",52045,63878,33766,44092,39837,19019
"RPLP0P2",1,0,1,0,1,0
"RPLP1",57213,56038,31674,39493,29560,21037
"RPLP2",20155,20823,14814,18555,13395,11702
"RPN1",2576,2848,3544,4424,7536,4277
"RPN2",5563,2582,2585,4541,7150,4589
"RPP14",572,382,164,378,291,285
"RPP21",0,1,3,0,2,9
"RPP25",12,10,20,36,32,16
"RPP25L",56,86,105,83,325,153
"RPP30",820,575,478,916,509,534
"RPP38",258,146,81,188,168,157
"RPP40",65,10,31,45,244,101
"RPPH1",6,7,59,8,30,82
"RPRD1A",683,944,401,658,1135,1097
"RPRD1B",684,852,935,1569,284,513
"RPRD2",1039,1196,561,1671,688,811
"RPRM",1,0,0,1,0,0
"RPRML",0,1,0,1,0,1
"RPS10",14,16,22,25,27,14
"RPS10-NUDT3",0,0,0,0,0,0
"RPS10P7",6,31,35,26,46,70
"RPS11",44739,49312,22451,34405,26399,24799
"RPS12",34295,38333,17609,26083,28829,16249
"RPS13",15409,18156,9292,12993,11128,8321
"RPS14",25423,31531,11823,19522,19321,11961
"RPS14P3",48,25,25,20,43,39
"RPS15",8821,11456,7400,8605,7454,6500
"RPS15A",26698,28897,15662,22684,19452,15128
"RPS15AP10",2,4,8,34,5,30
"RPS16",17428,20005,12915,14203,11468,8623
"RPS16P5",30,6,54,34,53,268
"RPS17",29417,35090,20295,30531,22837,18859
"RPS18",55461,82874,33269,46390,38413,26471
"RPS18P9",18,35,19,15,13,29
"RPS19",28354,35104,16792,22128,20693,22877
"RPS19BP1",822,861,531,957,1130,872
"RPS2",42575,50026,28043,34342,34102,21242
"RPS20",27927,33439,19309,23855,20789,12563
"RPS21",11013,13667,7672,8339,7418,5116
"RPS23",25971,32517,15973,25557,21089,15440
"RPS24",40841,49340,24235,27100,27223,22455
"RPS25",19304,20103,11451,16148,15795,9463
"RPS26",7379,4517,1698,5857,1763,3857
"RPS26P11",1,0,0,1,1,1
"RPS27",25073,29099,13861,19642,15150,11445
"RPS27A",11017,12061,5735,8402,6903,5537
"RPS27L",546,508,760,563,1787,1152
"RPS28",4855,6774,4796,4073,4698,3152
"RPS29",14151,14198,7243,10086,7704,6142
"RPS2P32",19,18,52,85,43,32
"RPS3",51556,69785,36356,50342,47447,35365
"RPS3A",21584,28645,11698,16566,15741,13001
"RPS4X",72183,91730,40561,39681,62563,24258
"RPS4Y1",0,0,0,4474,1,1985
"RPS4Y2",0,0,0,9,0,0
"RPS5",20318,23525,12453,16437,16985,10411
"RPS6",76762,108782,49312,65946,61503,40206
"RPS6KA1",1813,2447,983,1049,2149,1434
"RPS6KA2",557,31,14,177,38,17
"RPS6KA2-AS1",0,0,0,0,1,2
"RPS6KA2-IT1",1,1,0,2,0,0
"RPS6KA3",3231,2919,458,2103,2056,1334
"RPS6KA4",1152,820,499,504,969,602
"RPS6KA5",152,216,177,176,204,230
"RPS6KA6",0,0,0,0,0,0
"RPS6KB1",836,642,394,1202,611,585
"RPS6KB2",730,880,965,772,1142,1042
"RPS6KC1",651,748,189,377,516,266
"RPS6KL1",166,7,141,135,334,78
"RPS7",17878,19566,10371,16317,14937,9978
"RPS7P5",0,0,0,0,0,0
"RPS8",47393,55918,26569,37952,35998,20497
"RPS9",23412,38841,16156,21210,20483,12557
"RPSA",21532,17244,11914,17393,12116,10999
"RPSAP52",0,0,0,0,0,33
"RPSAP58",777,1125,419,670,1428,1155
"RPSAP9",6,4,7,8,14,7
"RPTN",0,0,0,0,0,0
"RPTOR",566,1305,447,374,532,686
"RPUSD1",575,286,235,317,724,454
"RPUSD2",367,155,169,204,212,93
"RPUSD3",372,233,175,192,1136,725
"RPUSD4",874,472,294,597,788,883
"RQCD1",1360,1607,1739,1340,1576,1171
"RRAD",13,30,107,154,23,27
"RRAGA",600,487,900,540,622,339
"RRAGB",669,365,83,272,377,406
"RRAGC",878,512,360,576,385,367
"RRAGD",260,598,255,303,70,41
"RRAS",21,33,41,167,532,112
"RRAS2",25,32,15,444,269,25
"RRBP1",1085,6056,857,1562,2407,2253
"RREB1",2756,3391,1486,3041,2224,1656
"RRH",2,0,3,1,7,4
"RRM1",947,743,2244,1855,1739,1597
"RRM2",1167,1084,10668,2260,2380,1436
"RRM2B",711,1114,138,655,358,598
"RRN3",1861,1507,1877,1714,1645,1531
"RRN3P1",320,119,88,166,268,49
"RRN3P2",201,240,95,191,200,245
"RRN3P3",133,107,38,156,155,335
"RRNAD1",293,244,220,252,712,538
"RRP1",304,196,283,295,1435,625
"RRP12",576,487,6411,2288,1090,1038
"RRP15",611,199,393,513,421,297
"RRP1B",701,530,272,1060,1718,394
"RRP36",555,379,724,414,591,447
"RRP7A",417,288,701,557,892,583
"RRP7BP",209,95,136,104,226,304
"RRP8",360,265,194,328,324,396
"RRP9",269,109,306,178,782,381
"RRS1",222,105,174,131,317,146
"RRS1-AS1",4,2,0,7,8,4
"RS1",0,0,0,0,0,2
"RSAD1",809,408,266,337,1424,2037
"RSAD2",351,514,252,400,162,119
"RSBN1",1437,1159,424,1421,499,1186
"RSBN1L",348,420,123,172,308,320
"RSC1A1",88,135,235,208,96,60
"RSF1",792,1001,387,1506,688,922
"RSG1",25,20,36,43,100,71
"RSL1D1",4959,5758,2609,3079,3499,4015
"RSL24D1",4435,4599,2324,4689,2759,1974
"RSPH1",15,5,9,20,400,84
"RSPH10B",0,0,0,0,0,0
"RSPH10B2",0,0,0,0,0,0
"RSPH14",0,2,0,2,7,0
"RSPH3",58,85,62,61,165,196
"RSPH4A",63,31,13,29,12,11
"RSPH6A",0,1,3,4,0,1
"RSPH9",8,5,5,17,5,6
"RSPO1",2,0,4,4,0,0
"RSPO2",0,1,0,0,0,0
"RSPO3",0,0,1,0,0,0
"RSPO4",4,4,2,1,7,0
"RSPRY1",545,779,215,359,369,635
"RSRC1",160,162,187,318,339,302
"RSRC2",4498,3428,4455,6175,1800,3948
"RSRP1",3055,2296,2203,2655,3399,4900
"RSU1",807,459,1068,2406,10246,1550
"RSU1P2",0,0,0,2,2,74
"RTBDN",0,0,6,0,0,3
"RTCA",681,759,549,764,776,617
"RTCA-AS1",18,16,10,20,52,31
"RTCB",1030,1135,865,1471,1947,1604
"RTEL1",31,11,43,40,36,74
"RTEL1-TNFRSF6B",0,0,0,0,0,0
"RTF1",2153,2507,1338,3080,1929,2184
"RTFDC1",1598,2152,903,1771,1656,1403
"RTKN",50,133,29,124,326,188
"RTKN2",27,4,7,61,162,650
"RTL1",0,0,1,2,5,0
"RTN1",1,0,2,18,1649,1407
"RTN2",19,84,26,39,418,204
"RTN3",1812,2207,1036,2477,4831,2665
"RTN4",2340,4312,3349,2658,6253,2897
"RTN4IP1",66,46,33,50,129,121
"RTN4R",15,349,29,5,46,15
"RTN4RL1",2,7,1,2,0,0
"RTN4RL2",4,38,11,6,13,1
"RTP1",0,0,0,0,0,0
"RTP2",0,0,0,0,0,0
"RTP3",0,0,6,0,0,0
"RTP4",14,17,0,12,11,4
"RTP5",31,173,20,11,4,6
"RTTN",462,439,373,662,336,753
"RUFY1",774,884,482,1272,5828,2586
"RUFY2",353,424,183,306,292,489
"RUFY3",811,570,227,669,638,996
"RUFY4",0,3,1,13,94,124
"RUNDC1",494,343,251,340,126,233
"RUNDC3A",53,32,6,538,99,15
"RUNDC3A-AS1",16,11,3,32,3,4
"RUNDC3B",3,2,2,5,4,7
"RUNX1",2376,7300,2258,3846,4174,17535
"RUNX1-IT1",5,13,34,18,94,117
"RUNX1T1",1,0,1,246,163,153
"RUNX2",1980,1281,246,233,12,20
"RUNX3",7152,2291,386,2907,623,303
"RUSC1",273,264,826,284,723,653
"RUSC1-AS1",4,3,2,0,13,15
"RUSC2",42,1390,341,266,147,248
"RUVBL1",337,130,568,440,1616,629
"RUVBL1-AS1",1,0,4,1,3,6
"RUVBL2",910,720,1173,1058,2254,1463
"RWDD1",818,1016,573,1049,688,788
"RWDD2A",22,19,23,53,44,9
"RWDD2B",55,61,73,147,472,335
"RWDD3",271,146,112,208,242,140
"RWDD4",235,228,138,240,251,273
"RXFP1",10,18,7,1,0,1
"RXFP2",32,8,53,4,0,0
"RXFP3",0,0,0,1,0,0
