"","DS_01_58500","DS_02_48905","DS_03_52613","M7_01_817151","M7_02_818438","M7_03_817389"
"ACBD5",5.32870509012516,4.77638128959524,3.84056252209114,5.11015393041599,3.24931412268743,4.161269632507
"ACBD6",4.50194110422163,4.04719465891754,4.18898841915558,3.83969558360775,4.24836090491844,4.17556565410341
"ACBD7",-2.53548105452912,-3.54824932567194,-0.900318122078447,0.684830166098955,1.13637574453403,0.720868067739784
"ACCS",6.72597283042731,3.57483742530912,3.72332484680677,4.10701285571363,5.52633582195024,4.35376504552464
"ACD",3.12662084417362,4.15634602196046,4.67809559281377,2.62635776337949,3.89339899104149,4.03366927698106
"ACE2",-5.99491267316641,-5.8701774205593,-3.8389175774143,-0.847183454673242,-0.206310910520131,5.08947284097047
"ACER2",-0.503059576836739,-1.78271457930896,0.248545263836035,-1.30174931813872,-0.0110546191211973,1.08632353816807
"ACER3",4.00930779315178,4.1396511968088,3.39310354511992,3.49986923436974,3.74450909352612,3.96947948498422
"ACHE",2.53256433289398,2.82679010567498,7.13142802326587,4.00000089481101,1.75662699525832,0.0761993208943598
"ACIN1",7.20981129085317,7.27145078680549,7.31231042282547,7.55979715464909,7.03651800489385,7.63736623064719
"ACKR1",1.01631458225684,-0.315588568881667,4.50537833050151,0.572719799777417,0.865073722716634,-3.75161970372296
"ACKR2",0.30886807501069,-3.54824932567194,0.00238467656663757,1.16253170015997,1.18501051978491,1.06600355378847
"ACKR3",1.29970807572521,-0.915981110172429,0.804938612360421,-1.66431939752343,-0.760246515620663,-2.61411617997303
"ACLY",5.77946259963565,5.30786490830552,5.77149212926728,5.95912666706769,6.9171357718645,6.45710238113969
"ACO1",1.43971555447031,2.14663086712725,3.70797688247333,3.49218508815656,4.40198409403165,3.61819572056095
"ACO2",4.73045358472923,4.81018210295441,5.22806853258799,4.98159631442959,4.81637853778797,5.06280254284383
"ACOT1",0.0274551398620413,-0.915981110172429,0.409009936029281,2.17698285645751,-1.67097917752358,1.0244842843502
"ACOT11",-0.0176327496664967,1.59742812952369,1.73599125864293,0.386306675546536,1.49894582391874,0.937679456812932
"ACOT13",2.9505311632115,2.81281716312238,3.34760939136514,2.81064191940747,3.6809317835795,3.58287706466746
"ACOT2",2.93877798178582,1.67671703932833,3.50981057681677,3.64206784646815,2.67668647877739,3.4203076506305
"ACOT4",-2.8249876717241,-0.142256965996105,1.54190420652663,-0.275277106777533,1.64516656476978,2.15045387558778
"ACOT7",2.01071187602746,2.92748410529446,5.09083397600303,3.59261935721512,4.31361017283888,4.19674752786172
"ACOT8",2.56350804010225,2.99710131915036,3.1345406351332,2.7082347704339,3.5539871874767,3.73541637630894
"ACOT9",4.10443513723678,3.58720345851323,2.96413720720967,3.21248985884723,3.88851263568146,3.52077680531452
"ACOX1",4.5701894051939,4.89883390053771,3.97486361380273,4.03479856602141,4.21166387183827,4.77272611273958
"ACOX3",2.20965847108279,2.06646051844327,1.54190420652663,2.17698285645751,2.90191049089701,3.43622720571661
