"","DS_01_58500","DS_02_48905","DS_03_52613","M7_01_817151","M7_02_818438","M7_03_817389"
"CEP250",4.65524154050868,4.23965323371949,5.49721700997133,5.01415498912087,4.71237951786153,5.80641828105403
"CEP290",4.10180248132212,3.62767441639181,3.91819458986368,3.99728906122891,4.4341960147419,5.46124141286994
"CEP295",4.73385817637625,4.84835545550992,4.9369670060442,4.91418808106042,4.22335356475412,5.23422223328038
"CEP350",5.45475186530978,6.00365115432767,5.15071344920215,6.27567950989703,5.17149688547036,5.75260341618988
"CEP41",3.0684824081221,1.30973166945563,2.76099526477282,2.24257119808509,3.79760413948325,2.65777123241474
"CEP44",4.1201309769953,3.21463096724506,3.68725559209925,4.14915642909497,3.71445185966994,3.95849792832049
"CEP55",0.344937329718212,-0.443912665857206,1.56480460863671,1.86817568330359,3.55089790355346,3.68634038461151
"CEP57",5.92878621012866,6.22290996988491,5.15637848936433,5.59306844516922,5.32314793647955,5.7325990047102
"CEP57L1",2.05493587628415,3.28210742174728,2.52448715344922,2.057105345747,2.44338784742842,3.65607294494272
"CEP63",3.70726001219913,4.03520958445883,3.82641833977087,3.83969558360775,4.31906804205022,4.71517053408014
"CEP68",4.51585149475148,4.4392989332818,2.81929390533749,2.83514688291612,4.1800202171929,4.23820051639464
"CEP70",2.59380196241585,3.0984893726359,3.69765343920457,3.88734309404155,4.26164897949855,4.12489724284204
"CEP72",1.03851032837104,0.871289565841843,2.50093242547032,1.66446236840499,2.20480088554491,2.0608785216106
"CEP76",3.61426606497557,3.03370442517688,3.59571065022242,3.5599120234768,2.71583176894864,3.63553601394002
"CEP78",3.03575446308053,1.34899109990286,4.60816564879535,3.39663381370843,3.34158949597948,4.17793461200989
"CEP83",3.82686130880415,2.87465641694024,3.91374182385705,3.27203810702576,3.54780199026049,2.36524405396794
"CEP85",4.95855628906244,5.58976642781563,6.25955321469994,5.2837696705511,4.95370663300182,5.04992699963382
"CEP85L",2.45217055304324,3.17694649155472,3.36728281041956,4.16615808256592,2.65957922250723,3.36316374352689
"CEP89",1.38879161930764,1.6296684665239,2.38990111308158,0.513218788028756,2.04710840643694,2.25288168851198
"CEP95",5.68148521387835,5.99362168316955,6.05033285905848,5.90082802650302,4.43083895670383,5.51657137549685
"CEP97",4.23270327024781,3.03370442517688,4.21455583585501,3.62811180011943,3.37341494183488,4.41930682156443
"CEPT1",4.01491594420169,3.83545496680211,2.54766347581531,3.74587954481903,3.60551748811678,4.07746874028193
"CERCAM",3.75495675423043,2.14663086712725,1.34430424664147,2.51701036719113,4.02167119251195,2.55216104445414
"CERK",6.48512014141754,6.99883799499279,3.45570317147732,5.3124151866992,3.91758555987778,1.59178811857485
"CERKL",2.3493832347494,-0.315588568881667,0.0679730181942145,-0.0793568968022758,2.81702159331049,1.47334666127731
"CERS2",6.43423249731233,6.39865694878446,6.74573180446875,6.51345605388586,6.84834255710586,6.8819204893495
"CERS4",-0.503059576836739,3.05166351651519,-0.379485958777007,2.39044640590746,3.13431327807714,3.81975373225024
"CERS5",4.23990475795091,4.07380249378443,3.90030046848328,4.38734272229906,4.25026671106201,4.34113743719689
"CERS6",4.9067084851797,5.46911587962079,3.94462638337223,4.33030342502212,3.54159016132723,5.67002439032531
"CES1",-5.99491267316641,-4.28521491983815,-1.17595256469187,0.572719799777417,-0.248746176840528,-1.82562028516674
"CES2",3.710719714195,4.60656878338016,3.17974626685073,2.8652041167723,4.58073991508238,4.90014956769503
"CES3",-3.18755775110881,-0.443912665857206,-1.0315626553567,0.909147464359895,3.58149703661164,1.06600355378847
"CES4A",-2.8249876717241,-3.54824932567194,0.0679730181942145,0.976786181235258,-1.10538200166935,0.335843137527379
"CETN2",3.18748168023812,2.9721729228545,4.3947020993454,2.94054266063543,3.89583597648732,3.47141663417891
"CETN3",0.875452046416991,1.40594698471493,2.93806369559978,1.66446236840499,2.83744947500828,1.76565598948662
"CETP",4.07520827131041,0.816323106623914,-1.17595256469187,3.68987750083627,3.9390121176891,2.88355424295196
"CFAP126",0.0711765172913592,0.668981390548727,-0.21442671250651,-0.847183454673242,0.530654683646075,1.04539327411319
"CFAP20",3.81726463234803,3.36583677134078,7.34161322993018,4.55346524269747,3.30904612271516,3.49440827680514
"CFAP36",3.45835796084421,5.00403551427157,3.95333045225309,2.72144030923317,3.23012906549094,3.35061849020778
"CFAP44",3.41659831484566,1.66120403995701,3.39310354511992,3.37590508008607,3.4283160268142,4.75696740836652
"CFAP45",1.14463867923238,3.26681369152093,1.49498315913913,2.76673041974404,3.01383956002965,1.08632353816807
"CFAP69",-1.35105648339169,-1.78271457930896,0.130708773542177,-2.59720520166489,0.285077474888827,0.0349766581678469
"CFAP70",0.71933284449971,1.07233708477994,0.304040376427739,-0.630372065600094,1.35050054988688,0.981734636890867
"CFAP97",3.05221123894761,3.65534338853577,3.22357834831946,4.55346524269747,5.07156605634248,3.46367060192827
"CFD",2.78316445636895,6.9289017884697,8.18495226077938,3.59978804297559,2.88238132581175,1.25736907950429
"CFDP1",3.74823872094609,3.74269107673174,4.83232861039193,4.26641794003945,4.80345686572869,5.19616332253246
"CFH",1.68456742633903,-1.78271457930896,-0.294597061190494,5.61887922378059,6.38017537235494,1.2210729502813
"CFI",-0.865629656221447,-5.8701774205593,1.92484807609562,2.52456376162276,-3.99290727241094,-2.90362279716801
"CFL1",8.7704252306829,7.82581204414319,8.86318294252888,8.65529896673829,8.74142130409013,8.65037973394109
"CFL2",4.60964055591262,4.24226208622225,4.21817161479252,3.8244771403729,2.65383142589691,2.72411372724344
"CFLAR",6.7117991718143,7.09866933833699,6.40465313232016,6.42743080213001,6.4822181533315,6.89817536256644
"CFP",4.7872665206648,4.63066445899763,3.0314471421691,5.97368546234184,5.61701017288537,4.62602465467695
"CGGBP1",6.51758090077863,6.27033285180892,6.59258002684375,6.95930085300703,6.55340845040634,6.44584274273764
"CGREF1",-4.40995017244526,-5.8701774205593,0.879900670041643,-2.59720520166489,-0.0110546191211973,-0.944264781665356
"CGRRF1",2.71589376053294,2.97844551987003,2.66887706278439,1.97126917626769,2.75394291068711,2.81823590460799
"CH17-340M24.3",0.634443946913196,-0.584775201697056,0.0679730181942145,-1.41278063052747,-0.337555443798384,0.434246841588374
"CHAC1",-3.18755775110881,-0.0888177070346445,2.61503891115684,1.53582021696589,-0.760246515620663,-3.26619287655272
"CHAC2",0.0274551398620413,-0.915981110172429,1.97699935814672,0.629863706881026,0.865073722716634,0.667919187790825
"CHAF1A",5.56015571816692,4.44610411118692,6.48713732966153,6.22326389550057,5.78089130134075,5.50718185298864
"CHAF1B",3.40383101877178,2.73344892442689,5.05286612580401,4.53488552626854,4.34248308228299,4.12980020436944
"CHAMP1",5.09586138147434,4.1396511968088,4.11721653721406,4.58089373122312,3.5539871874767,4.51610334790446
"CHCHD1",2.68808191051527,2.49176635317594,3.201828764929,2.73452606825283,3.41817995438766,2.92926721699673
"CHCHD10",0.923950564108181,1.98157162085675,2.38990111308158,2.09818128874991,1.92833861617465,0.845315438664272
"CHCHD2",6.61680378777747,7.04961700827985,7.66441127921236,6.87908073905775,6.87884398744343,6.34351354814997
"CHCHD3",4.48789528356025,4.24486622960241,5.70088745768701,4.77546202573694,5.0553071121971,4.38075149500958
"CHCHD4",0.850577377777962,0.15219039246915,1.39629888427973,0.954590435121062,2.7858269717069,1.74023339260671
"CHCHD5",2.54036270345439,2.79160067721268,3.00657247353007,2.46299943254102,2.81702159331049,2.2618425560836
"CHCHD6",0.154834446338269,0.107102502940612,1.75602901187947,0.543276021884935,1.45995169230287,1.98714813307723
"CHCHD7",3.32926787345233,2.88136663852979,3.46181629520393,4.18296170894693,4.44588458016732,4.59089948593765
"CHD1",6.77802041953894,7.13737551405441,7.58612344315975,8.22507591694113,5.02557112355499,5.92891564028221
"CHD1L",6.21301677234525,6.1224069234465,6.96709492802007,6.06068160570781,5.89978731900404,6.75041645987642
"CHD2",7.56506183135733,8.42767027387533,7.98829278768833,8.70683492607115,6.3224687548079,7.48427485676275
"CHD3",7.2304454132881,6.7958246120856,7.01205057356813,7.43082641596309,7.04916245506007,7.12505071287472
"CHD4",7.2274294300827,8.03624347130393,7.79362329913259,7.40675982997825,8.54144425032423,8.89741187738371
"CHD5",-0.380202829051205,1.28969391621909,-0.469683767748585,2.32274154676907,1.49894582391874,-1.68123037583156
"CHD6",5.80719974541965,6.19624818007625,4.48451254263829,5.87520871988148,4.76797897037397,7.47539448992617
"CHD7",3.17751483547907,3.69777865485616,3.88218161129288,6.13349650156261,5.21508316082202,6.11658552325448
"CHD8",6.57755071591726,6.60580927031135,5.83645144042214,6.51345605388586,5.86662751397172,6.1054282127642
"CHD9",6.50418576806247,6.93213698543219,6.11576342810258,7.01499313185105,5.81090096209671,6.48702387262624
"CHEK1",4.13565788963901,2.65729958550109,4.9369670060442,5.06035685724479,4.76930864331684,4.58912057690722
"CHEK2",2.67397231109983,0.605556010407094,3.8169112540265,3.25397596135734,4.35670569941358,3.91939053755549
"CHERP",5.20537293205788,4.83976795967319,5.19908686665505,5.21307430084059,4.6788106927183,4.66876163747368
"CHFR",5.57826111152007,5.48792428688154,5.11624796044664,4.81603805996841,5.44713132808379,5.97800103983008
"CHI3L1",-2.08802207755789,1.98157162085675,-0.379485958777007,5.66574381486161,1.59805396893166,0.746631163804865
"CHIC1",2.54036270345439,2.72601233558511,1.08391456206324,1.23798392858943,2.69918510301663,2.67799626047878
"CHIC2",3.72104931708873,4.43246150322825,4.02526856723998,4.15889617944346,2.65957922250723,3.30799515257426
"CHID1",4.46144174194187,3.65142301916442,5.76285321099341,5.22471369467884,5.41095690419586,5.34693881421545
"CHKA",5.05289288084118,5.3616437580981,3.99608009971243,5.18355823367773,4.6444421384222,5.13651468462991
"CHKB-AS1",-1.13693167803884,-3.54824932567194,-1.51698948252694,-1.80870930685861,0.979785381593327,0.796816920973082
"CHM",3.00226680777121,2.75553142250516,0.553399845364456,1.93771661655667,2.60700556977619,3.77350954748101
"CHML",5.41394776285835,4.17830945343303,4.7794679248443,5.16313673059068,4.46406310871008,4.35585894290366
"CHMP1A",5.45887238232974,5.63513793557693,6.13693039059248,5.42061550363576,5.37559918909675,5.24781663342912
"CHMP1B",5.91310458789639,6.18612159399103,6.63715352354565,6.12916779480627,5.31497657708393,4.70699196886164
"CHMP1B2P",-5.99491267316641,-5.8701774205593,-5.42388007813546,3.66275200063989,4.53143854405161,-6.07354779861032
"CHMP2A",4.87004724197619,5.03596157563608,6.00186034618075,4.83438736984731,5.21800754366298,4.54208183835778
"CHMP2B",4.70292368479596,5.46129940130032,4.46029044097298,5.12389398704229,4.36023955308714,4.28070158333492
"CHMP4A",3.96942819462601,4.13684984633466,4.55196788987132,4.08163497987003,4.67313915699785,4.30040485675987
"CHMP4B",6.28150256872626,6.98527508918474,6.75447354537743,6.66253806202589,5.55668489503081,5.49298198401385
"CHMP5",3.87082059768535,4.8955230670918,4.24677617098298,4.42415338079362,4.96651514768274,4.91726528054329
"CHMP6",2.8092183480169,5.1611791756964,3.41847026527835,2.30530695343305,4.12707133724394,2.94604292974756
"CHMP7",4.02328750564681,3.37061391160265,3.74854743051002,4.51984752649466,4.05476197898038,3.71924249569074
"CHN2",3.38663027801817,0.358641269936577,0.506857259427426,1.49025763958544,-0.822982270968626,-0.458837954495114
"CHORDC1",4.56255102843141,4.12841300918602,5.28778689542889,4.6533085599303,3.96477521375418,4.46075508384431
"CHP1",4.93656356072038,5.85816829415167,5.21726851927577,5.01817364085826,5.22577704095123,5.49012516121719
"CHPF",-0.95051855380796,-0.197752078587809,0.879900670041643,0.763542142112996,2.95896023191596,-1.02915367925187
"CHPF2",6.28730702250617,6.90728339211048,5.77149212926728,5.75513923502447,5.5976797775041,4.91015839404903
"CHPT1",5.0718492592205,4.45512803453038,5.51936731776609,6.19040059848639,3.3664030444795,1.88645413345776
"CHRAC1",4.36593441101325,4.93637220142666,5.24589081039006,4.39147948510727,3.81315895367809,3.88500491682069
"CHRDL1",-1.35105648339169,-3.0628224985017,0.598487734892994,0.0931102992024898,-6.3148353672983,-3.75161970372296
"CHRFAM7A",1.3714095410794,2.21197162079457,-0.379485958777007,-2.3561971021611,-0.957283362680216,1.16485694071476
"CHRM3-AS2",-0.63736066854833,-0.82578330120085,-3.8389175774143,0.601574662449602,0.604027869976294,-1.54998584255331
"CHRM4",-0.266992218603214,1.04868581671529,-0.0663280735173765,0.788853230642183,-1.27044124793985,-1.54998584255331
"CHRNB1",2.69508529825303,2.80577961238244,2.73093803091664,1.71815023929898,2.18899037069745,3.45978193369551
"CHRNE",-0.785459307537463,1.91772513883213,0.409009936029281,0.386306675546536,1.51171311999261,1.41026797865393
"CHST10",3.79135695448205,2.41984142637331,3.1345406351332,2.79823156295804,3.71168807522147,3.29058685639773
"CHST11",6.10476388169323,7.05667449037057,5.52958888409339,5.20487048889986,4.43587161892665,4.45099391642553
"CHST12",4.6854468503473,4.45512803453038,2.84758294976891,4.08163497987003,5.20921655141952,5.36991381361707
"CHST13",0.30886807501069,-0.0888177070346445,0.248545263836035,-1.19865582517462,2.38213215893599,0.915136888161843
"CHST14",2.87853143934896,2.89469417017679,2.4278689632806,1.65072231177869,3.48120424153147,3.3797228354003
"CHST15",2.63079616989805,1.54767509432659,-1.0315626553567,3.18415451185976,2.10722939887451,0.612952728572896
"CHST2",3.41659831484566,3.71666236740252,4.15543585944455,3.69323260709465,3.57846616356226,5.53332003876383
"CHST7",1.99944076369244,1.04868581671529,0.0679730181942145,0.352754115835509,-0.642410025326805,-0.240657784445581
"CHSY1",6.66975682086076,5.93757998302996,4.5887444607296,4.90264068541831,4.4508651203528,6.16873315169212
"CHSY3",-5.99491267316641,-5.8701774205593,-0.138477859273212,0.133187738577825,0.761980229752531,2.34008013041385
"CHTF18",5.03506467342317,4.48627454966245,6.44917946952601,5.35751985897195,5.26306546958867,5.89835494743514
"CHTF8",4.03437455380183,4.64650752875031,4.49050505401998,4.35593302650302,5.83141507858768,5.39558522121927
"CHTOP",5.35215498399946,5.33500490566934,5.60056704590519,5.572264331726,5.31224247321909,5.14622575228255
"CHUK",4.70985556619619,4.1837484609718,5.00552666337852,4.36437603547703,3.93190523119484,4.80985918777805
"CHURC1",3.91647931467705,3.71666236740252,3.93586948218687,4.59889390285345,3.98551719302992,3.43622720571661
"CIAO1",6.50418576806247,5.80886276583376,5.04270625958378,5.50512844332551,5.58263197442359,5.94082144362481
"CIAPIN1",4.44283939915719,4.22917038984389,4.68595057614333,4.70408312716343,5.10354435206666,4.62428855935205
"CIB1",6.21971001313592,5.89676552019648,6.75509593323907,6.1531211362792,5.00652906474115,5.18795951059173
